"","Name","Chromosome","Position","mc","Yld_1","Yld","AIL","CmDW.V"
"1788","PstI.TP64046",2,58295714,0,0,0,0,0
"169","NsiI.TP502909",2,58325149,0,0,0,0,0
"1867","PstI.TP690744",2,58500961,0.780230358949154,0.31967126100919,0.31967126101435,0.279911005570301,0.0996853487460647
"407","PstI.TP1046643",2,58595318,0.646220431486795,0.68954441865198,0.689544418646602,0.942406538836834,0.213792770683615
"2218","PstI.TP844985",2,58637331,0.0759413056575793,1.21406508363489,1.21406508364637,0.12102367007755,1.90088054590747
"1031","PstI.TP243328",2,58674737,0.774657414537245,0.119675521562417,0.11967552155257,0.0347963035426041,0.0462645508027893
"2023","PstI.TP76191",2,58722393,0,0,0,0,0
"2370","PstI.TP912712",2,58773993,0,0,0,0,0
"2048","PstI.TP773670",2,58845474,0,0,0,0,0
"2457","PstI.TP951624",2,59246898,0.151404233508867,0.106587199863625,0.106587199857377,0.525768553228067,0.0231905077791569
"1968","PstI.TP738023",2,59441982,0.0436734939642813,0.0403075665449932,0.0403075665499732,0.0982185895249326,0.098047320971071
"2129","PstI.TP810140",2,59709495,0.0559175979980199,0.920175858195678,0.920175858191139,0.156207141989558,0.606907914213279
"1239","PstI.TP338856",2,59737782,0.639668379956026,0.0731369316252203,0.0731369316216858,0.0950396505323149,0.394546882434968
"1774","PstI.TP632941",2,59755581,0.171607481220726,0.674123296923279,0.674123296923691,0.463951920675537,0.481192672378198
"630","PstI.TP1178906",2,60492006,1.16051492734868,0.735470458494971,0.73547045848163,0.0566476066390927,0.326012655589942
"532","PstI.TP1129605",2,60533982,0,0,0,0,0
"2399","PstI.TP929497",2,60716322,0.0246209069368833,1.76676304087304,1.76676304087306,0.440074239383276,0.554204866226858
"1811","PstI.TP65744",2,60726974,0.785026453216724,0.209887029236596,0.209887029242969,0.58184317543256,0.0181527563932855
"68","NsiI.TP351136",2,61077854,0,0,0,0,0
"1162","PstI.TP30748",2,61112102,0.249337840803252,0.0425801492834604,0.0425801492743497,0.225813147250859,0.25163883815156
"1877","PstI.TP694469",2,61192392,0.414823347883784,1.24704206765615,1.24704206764002,0.0756126083857688,0.349540148291878
"1043","PstI.TP250202",2,61270945,0.254550279121173,0.263653925155867,0.26365392515645,0.246214136020951,0.191535179024221
"1651","PstI.TP548709",2,61335066,0.0383184872569513,0.460363766160174,0.460363766165254,0.176415416241873,0.118876451973495
"1776","PstI.TP634696",2,61336578,0,0,0,0,0
"2026","PstI.TP762318",2,61355207,0.316273591119567,0.189968775627927,0.18996877563826,0.469121028244725,0.415964323596448
"323","PstI.TP1008253",2,61356637,0.51604992591599,0.0592736916083775,0.0592736916093093,0.322524662435736,0.126443949510182
"177","NsiI.TP508238",2,61419445,0.19547862866659,0.910625683801738,0.910625683806109,0.0931407322494183,0.365486616368048
"593","PstI.TP1161045",2,61497818,0.320823570184588,0.0479830066000994,0.0479830066036897,0.929907982095206,0.77366811860355
"2136","PstI.TP812943",2,61589887,0.0202747236431436,0.126366319668763,0.126366319668466,0.0232180467113414,0.286667436301082
"2500","PstI.TP975023",2,61638010,0.478384199004241,0.560709687892237,0.56070968790638,2.91326725721244,0.438270039836358
"1442","PstI.TP44348",2,61688094,0.444379200697477,0.0241880257300488,0.0241880257328799,0.752261081861663,0.406053126422539
"1377","PstI.TP408602",2,61706850,0,0,0,0,0
"1789","PstI.TP641744",2,61738293,0.824178947252933,0.0373412605000695,0.0373412604995439,1.43952015686558,0.24719040744114
"19","NsiI.TP179278",2,61874011,0.0827854279989696,0.295171020975962,0.295171020973856,0.21354813765655,0.388998655048288
"522","PstI.TP1123778",2,61958273,0.148347898211052,0.750273337571196,0.750273337574107,0.615618837991127,1.34009813078016
"567","PstI.TP1148558",2,62049812,0,0,0,0,0
"1555","PstI.TP509122",2,62099032,0.644595482936967,0.421771141981884,0.421771141994048,0.0159285180136148,0.145737915181398
"1604","PstI.TP532736",2,62195730,0.498711185476393,0.592817139569517,0.592817139580208,0.17371894005606,0.477514602511464
"194","NsiI.TP549004",2,62333756,0,0,0,0,0
"2528","PstI.TP987666",2,62343916,0.128486732164065,0.0638901299925979,0.0638901300107675,0.210704945540922,0.332355415932414
"634","PstI.TP1181052",2,62344184,0.16661773567395,0.364949582404458,0.364949582417979,0.0698063432660527,0.156611699910706
"2314","PstI.TP886589",2,62498521,1.34669263769294,0.115714366340386,0.11571436633646,0.051716188115488,0.175067935177105
"1913","PstI.TP710432",2,62555401,0,0,0,0,0
"2278","PstI.TP870640",2,62558309,0,0,0,0,0
"1727","PstI.TP6025",2,62661228,0,0,0,0,0
"919","PstI.TP178231",2,62690478,0.0491658915673826,0.972878482055357,0.972878482043236,0.638355021648986,1.05802911977872
"517","PstI.TP1121003",2,62934564,0.515365984285394,0.176578907607379,0.176578907598156,0.827719599085191,0.658894325195181
"2002","PstI.TP750514",2,62972310,0.612533989418342,0.105832234151661,0.105832234149997,0.268950323060511,0.0000116335107601467
"1473","PstI.TP454285",2,63153549,0.652069971810326,1.2378991495396,1.23789914955057,0.677739648488666,1.7570493943505
"1489","PstI.TP460957",2,63153566,0.537422313068358,0.745892305764311,0.745892305764923,0.607025522461905,0.33931143274706
"709","PstI.TP1217033",2,63330699,0.333698729173647,0.691317463231197,0.691317463211679,0.0233438265173827,0.67333912801023
"1692","PstI.TP578565",2,63409175,0.115444285121211,0.105929573183736,0.105929573169409,0.105782085311991,0.26237208608102
"992","PstI.TP214763",2,63534053,0,0,0,0,0
"350","PstI.TP1021339",2,63565830,0.0834397889527263,0.248753688454065,0.248753688450978,0.376019143426332,0.0674138114238341
"354","PstI.TP1022383",2,63575726,0.0852208864551993,0.221485220114592,0.221485220114465,0.342775630271613,0.036134643941524
"444","PstI.TP1069784",2,63643324,0,0,0,0,0
"2517","PstI.TP982615",2,63682812,0.925619301889578,0.330804813247417,0.330804813245162,0.00360862408805887,0.0154242460461454
"1459","PstI.TP449117",2,63692942,0.598014654266551,0.064315505648337,0.0643155056479164,0.33321576589624,0.403597948075151
"1011","PstI.TP228545",2,63881407,2.39558881782538,0.0634486675753746,0.0634486675773947,0.268605580089989,0.284851709752602
"1225","PstI.TP332893",2,63934460,1.22835686679324,0.405942572426643,0.405942572422754,0.818888410682679,0.208718683933008
"1846","PstI.TP680879",2,64067358,0,0,0,0,0
"1529","PstI.TP48914",2,64219114,0.51089508953802,0.0465761128228878,0.0465761128295647,1.45075721710944,0.161218450341677
"1773","PstI.TP632828",2,64238905,0,0,0,0,0
"1076","PstI.TP268085",2,64265265,0.225795644020788,0.898752888148234,0.89875288813427,1.2259337890978,1.22485919653876
"837","PstI.TP136266",2,64424937,0,0,0,0,0
"506","PstI.TP1114725",2,64759859,0,0,0,0,0
"869","PstI.TP150789",2,64840814,0.147695260447154,0.564623886972281,0.564623886967667,1.75946619096928,1.14752659851081
"1332","PstI.TP384804",2,65029446,0.656565550542176,0.767236333888835,0.767236333884522,2.02375634535326,2.54239363076648
"986","PstI.TP212672",2,65281161,0,0,0,0,0
"216","NsiI.TP588396",2,65356142,0,0,0,0,0
"2281","PstI.TP873911",2,65476325,0.663064265465685,0.0313881893715096,0.0313881893664042,0.286454437606841,0.154735181137804
"1589","PstI.TP529734",2,65604246,0.0843494209573338,0.115761331145637,0.115761331146776,0.154601156113286,0.306206668262679
"1779","PstI.TP636397",2,65617813,0.19015126341401,0.143512581223424,0.143512581222573,0.613517797389274,0.626339056214797
"841","PstI.TP138118",2,65682237,0,0,0,0,0
"1916","PstI.TP710730",2,65757843,0,0,0,0,0
"825","PstI.TP132033",2,66024864,0.220273262353611,0.550260178989573,0.550260178993209,0.577803649363561,0.117725886269443
"1705","PstI.TP585251",2,66036168,0,0,0,0,0
"214","NsiI.TP583360",2,66047191,0,0,0,0,0
"424","PstI.TP1062801",2,66168895,0,0,0,0,0
"1097","PstI.TP277119",2,66298262,0,0,0,0,0
"1098","PstI.TP277120",2,66298305,0,0,0,0,0
"1620","PstI.TP541274",2,66633323,0,0,0,0,0
"990","PstI.TP214149",2,66672122,0,0,0,0,0
"2051","PstI.TP773869",2,66744137,0.337132613245776,0.48597840583086,0.485978405827921,0.00714222766815692,0.173867571172595
"1427","PstI.TP434461",2,66813498,0.904487983878156,0.627451371828775,0.627451371826899,0.959269800520847,0.388487563886663
"2506","PstI.TP977916",2,67063264,0,0,0,0,0
"978","PstI.TP209642",2,67215455,0,0,0,0,0
"873","PstI.TP152556",2,67340962,0,0,0,0,0
"271","NsiI.TP751924",2,67349192,0.561278382992317,0.840793152189138,0.840793152210939,0.663621499843584,0.303843000304086
"1838","PstI.TP674426",2,67595892,0,0,0,0,0
"31","NsiI.TP213158",2,67720379,0.777931551307239,1.364220279351,1.36422027935285,0.263087716232984,1.95138418686691
"475","PstI.TP1093731",2,67823974,0.27557260109331,0.386723308269753,0.386723308262958,0.170698005686979,0.873391316667615
"1614","PstI.TP537688",2,67833294,0,0,0,0,0
"2490","PstI.TP969794",2,67990747,0,0,0,0,0
"2475","PstI.TP963977",2,68012933,1.21716463924575,0.342772647904584,0.342772647906829,0.249444107025385,0.297658293953322
"1056","PstI.TP258963",2,68162387,0,0,0,0,0
"30","NsiI.TP208425",2,68199092,0,0,0,0,0
"2451","PstI.TP948861",2,68614882,0.120316348563334,0.61240083049942,0.61240083049912,0.351249151636907,0.827372292234416
"222","NsiI.TP615647",2,68626980,0.747395259217073,0.4488437839234,0.448843783940983,0.484225321578597,0.806133465634967
"843","PstI.TP139651",2,69224467,0.129922528002333,0.237589080030534,0.237589080031942,0.495265589802329,0.349599869791693
"684","PstI.TP1206060",2,69316419,0.300939526441316,0.0627176997543248,0.0627176997585725,0.453268556744507,0.336180078657283
"1254","PstI.TP343842",2,69334049,0.458345668605749,0.388764852386131,0.388764852390112,0.140335601536602,0.158915238263513
"2331","PstI.TP893646",2,69747250,0.260249670155848,0.188013805572502,0.188013805573192,0.970173671732552,0.350847167244426
"603","PstI.TP1165391",2,69968329,0.244264870037471,0.147980488766424,0.147980488763162,0.406892199774676,0.203663485578193
"2546","PstI.TP995173",2,70172526,0.676083470961104,1.4451184720253,1.44511847201411,0.16154038536577,0.484818193906358
"1661","PstI.TP550469",2,70228783,0,0,0,0,0
"2254","PstI.TP860893",2,70230959,0.271248205906006,0.646330112567271,0.646330112555452,0.802546913763713,0.2375604975556
"1571","PstI.TP521787",2,70479993,0.728824907577036,0.0953507659970954,0.0953507659958931,0.157978378008071,0.106638227040418
"251","NsiI.TP688484",2,70530734,0,0,0,0,0
"1366","PstI.TP402235",2,70727485,0.0553991761446382,0.102525973315009,0.102525973313002,0.484693814134129,0.208232890091646
"1342","PstI.TP391279",2,70925840,0.0667883425217935,0.167944581139008,0.167944581144948,0.690218507282411,0.00491636153047432
"1010","PstI.TP227133",2,71118714,0.00379402373570063,0.0359492011956886,0.0359492011956886,0.43206002238611,0.0253827755267393
"460","PstI.TP1081008",2,71118803,0.633720837298767,0.379174854683342,0.379174854690655,0.0187110376418878,0.733478456160447
"1189","PstI.TP31701",2,71261586,0.0460278328546894,0.785123532510704,0.785123532507431,0.989567866371734,0.81349475224232
"363","PstI.TP1025634",2,71277610,0.259542029096866,2.16143180092686,2.16143180090277,0.164334343779382,1.2025364754797
"2293","PstI.TP876687",2,71285534,0,0,0,0,0
"893","PstI.TP163375",2,71379619,0,0,0,0,0
"2332","PstI.TP893748",2,71384719,0,0,0,0,0
"781","PstI.TP1263302",2,71707680,0,0,0,0,0
"205","NsiI.TP56799",2,71751615,1.11607734371425,0.252856804530582,0.252856804523517,0.0909148015637103,0.213225814508857
"157","NsiI.TP4875",2,72051507,0,0,0,0,0
"2155","PstI.TP820804",2,72096898,0.0785783558017111,0.345113996455447,0.345113996450315,0.543153267691668,0.423502515779584
"2365","PstI.TP911718",2,72102887,0,0,0,0,0
"665","PstI.TP1197317",2,72276730,0,0,0,0,0
"1848","PstI.TP681637",2,72313757,0.175215268840398,0.244902086722564,0.244902086735542,0.785813173448006,0.403250640042371
"1831","PstI.TP671248",2,72313766,0.32216822456995,0.107705800135668,0.107705800143754,0.250417359056737,0.547044189880069
"302","PstI.TP1000478",2,72314995,0,0,0,0,0
"2070","PstI.TP778721",2,72456067,0,0,0,0,0
"2321","PstI.TP890801",2,72613106,0.963447275265845,1.862049339908,1.86204933991519,0.484372452606132,0.763817355045084
"1420","PstI.TP432405",2,72662195,0,0,0,0,0
"1461","PstI.TP450294",2,72761555,0.566775677109243,0.136004905656924,0.136004905643397,0.429264701251921,0.475571693788466
"2141","PstI.TP814688",2,72959515,0,0,0,0,0
"8","NsiI.TP132109",2,72971977,0.0193442771894188,0.18600883766919,0.186008837658319,0.0561245084845203,0.391551976576983
"660","PstI.TP119425",2,73077344,1.16613381713781,0.120129415313499,0.120129415314684,0.0782656797553538,0.335724643918007
"1544","PstI.TP503391",2,73095782,0.445681282955412,0.377917857802043,0.377917857794915,0.0967232004946667,0.181443092612145
"738","PstI.TP124082",2,73100016,0.669798598175784,0.0999601025585043,0.0999601025580889,0.399051226616634,0.163630571652992
"434","PstI.TP1066472",2,73495691,0.79726523632109,0.157446668838019,0.157446668822969,0.161238428607425,0.107321471241393
"292","NsiI.TP820576",2,73503160,0.403193819000732,0.410623276019181,0.410623276019228,0.769334274041452,0.56245210741008
"1865","PstI.TP689286",2,73563234,0,0,0,0,0
"1409","PstI.TP425439",2,73607787,1.44039772585395,0.785035263164537,0.785035263170992,0.327246991898646,0.25472003787197
"1231","PstI.TP336193",2,73663045,0,0,0,0,0
"2035","PstI.TP770044",2,73737012,0.912398562575965,0.582442763450646,0.582442763458006,0.23784246129705,0.503360026812608
"732","PstI.TP1231486",2,73904492,0.017822841408247,0.166454360903366,0.166454360894744,1.52038823683671,0.168688673353455
"110","NsiI.TP430509",2,74026177,0,0,0,0,0
"462","PstI.TP1083210",2,74137420,0.0693646917007672,1.07166349099985,1.07166349100192,0.329169568571448,0.253478269961204
"2079","PstI.TP783653",2,74160306,0,0,0,0,0
"1013","PstI.TP229546",2,74208278,0.922115888706575,0.499159805285022,0.499159805275034,0.00360834056643151,0.344844428159951
"60","NsiI.TP333723",2,74239929,0,0,0,0,0
"1623","PstI.TP541575",2,74276308,0.598812120134512,0.0344739258488146,0.034473925856406,0.338570346858236,0.471391501512961
"244","NsiI.TP667943",2,74406586,0.159972166237959,0.019372618720519,0.0193726187200404,0.414855231077303,0.770928730882744
"275","NsiI.TP7588",2,74438360,1.09572606961686,0.223529950299381,0.223529950284968,0.0708392460851189,0.381605771230627
"838","PstI.TP13629",2,74748191,0,0,0,0,0
"1568","PstI.TP51995",2,74836619,0.242984692111867,0.330697454470781,0.330697454472457,0.636844160762069,0.242570019656955
"2199","PstI.TP836656",2,74973104,1.81849811534505,0.177571228080601,0.177571228084875,0.458720540035742,0.291529620223106
"2198","PstI.TP836370",2,74973263,0.176962247901807,0.00290357669432528,0.00290357669102817,1.16193395959198,0.274010664996453
"167","NsiI.TP502025",2,75191746,0.861312716909284,0.435243369083591,0.435243369084786,0.148264351980908,0.490107225901485
"2378","PstI.TP91738",2,75325372,0.382176921913295,0.188129059875615,0.188129059863287,0.252414451470753,0.0468942069290808
"1425","PstI.TP433676",2,75336590,0.291108576178343,0.421022854545337,0.421022854552275,0.912021429629015,0.111880372431317
"745","PstI.TP1244481",2,75457518,0.127169184228212,0.879790209528575,0.879790209541536,0.0458269274306203,0.285298309175974
"1576","PstI.TP523465",2,75496167,0.22484518343652,0.771311859271076,0.771311859258981,0.0356368553926834,1.02473717025021
"1643","PstI.TP547023",2,75564773,0.534060891193256,0.890147339887651,0.890147339901945,0.00713899384345949,2.47024565025208
"2087","PstI.TP789962",2,75761816,0.400397935638261,0.270846077003928,0.270846077004138,0.307957040934516,0.503256878470038
"17","NsiI.TP164112",2,75774037,0.462068570344175,0.338178531969791,0.338178531973033,0.252320848063117,0.0263038317447967
"2533","PstI.TP988947",2,76243149,0.135608087432133,0.409012707969474,0.409012707975824,0.768894589346225,1.09377027913395
"2299","PstI.TP881184",2,76620224,0.0138197159520616,0.107646809872017,0.107646809881438,0.224298631492409,0.0812247325917307
"616","PstI.TP1171163",2,76656926,0.80220219677034,0.0469503806917951,0.0469503806902889,0.280824316719939,0.128946783341077
"997","PstI.TP219830",2,76708479,0,0,0,0,0
"1287","PstI.TP360583",2,76751283,0.958088859769131,0.53185708505147,0.531857085059875,0.747534951051386,0.268112684133663
"1850","PstI.TP682522",2,77263024,0.051809533325608,0.31008013202098,0.310080132021689,1.50385484054835,0.623484771905844
"937","PstI.TP187879",2,77384233,0,0,0,0,0
"1234","PstI.TP338015",2,77540960,1.16387168974843,0.430988027653899,0.430988027653756,0.050951217522312,0.53024812636276
"642","PstI.TP1184179",3,25531,0,0,0,0,0
"783","PstI.TP1264040",3,25831,0,0,0,0,0
"117","NsiI.TP436966",3,208286,0.814592874477713,1.16048886993462,1.16048886990949,0.142057307217525,0.175672191978201
"2396","PstI.TP927956",3,304752,0,0,0,0,0
"90","NsiI.TP388426",3,311330,0.196199402521806,0.16543657318733,0.165436573177333,0.0710512807837256,0.0211165408440734
"496","PstI.TP1107212",3,326411,0.60644219160677,0.0220868362297551,0.0220868362339894,0.148851546859438,0.0365147303389848
"131","NsiI.TP45036",3,389776,0,0,0,0,0
"1079","PstI.TP269152",3,390266,0,0,0,0,0
"189","NsiI.TP533643",3,471619,0,0,0,0,0
"1873","PstI.TP693626",3,692292,0.268797271823574,0.113925323563105,0.113925323564674,0.263713945594745,0.206732240839536
"204","NsiI.TP565172",3,944664,0.217229884374606,0.248108908155719,0.248108908156285,0.991674480468503,0.170792022434069
"483","PstI.TP109994",3,998411,0.133580708799077,0.64261996811978,0.642619968122252,0.105738836926472,0.014266552221787
"376","PstI.TP1030217",3,1141809,0.495352179775198,0.308251616163861,0.30825161617612,0.960573871544512,1.0492038866385
"2265","PstI.TP864763",3,1256958,0,0,0,0,0
"2283","PstI.TP875104",3,1447825,0.21901660230215,0.113154924931937,0.113154924935731,0.520460158658507,0.0568509962781201
"1524","PstI.TP487778",3,1541283,0.106217918706494,1.07550708815124,1.07550708815274,1.55162533345199,0.27319905388763
"589","PstI.TP1157898",3,1576323,0.320998084298917,0.55342510522831,0.553425105221098,0.0920081879203631,0.763588777805486
"314","PstI.TP1004455",3,1576742,0.321716891305163,0.286698154218227,0.286698154223179,0.212594207065033,0.0660781416462192
"477","PstI.TP1096280",3,1833730,0.136653428153658,1.26897667502942,1.26897667503518,0.193574994169216,0.208045938803206
"53","NsiI.TP304764",3,1836392,0.00744190092737295,0.787318696401689,0.787318696388713,0.116683015175124,0.402181897866587
"428","PstI.TP1064534",3,1870807,0.447924381841699,0.654733635979452,0.654733635995912,0.177490870463549,1.19927650096737
"901","PstI.TP166481",3,1960833,0.0809253019217174,1.10981032419003,1.10981032420623,0.127756663629254,0.686397257336597
"32","NsiI.TP213627",3,2064923,0,0,0,0,0
"1075","PstI.TP267556",3,2124660,0.19623192117378,0.153340487053876,0.153340487064046,0.116460868871364,0.260682194252792
"3","NsiI.TP114895",3,2441296,0.516859498179572,0.818980569371645,0.81898056937571,0.29655037496695,1.10756246989419
"2085","PstI.TP789303",3,2503265,0.0069505390856058,0.36699226193026,0.366992261920375,0.568124064914959,0.342536122761027
"1639","PstI.TP545419",3,2528853,0.695295111928031,0.0375399872273041,0.0375399872263055,0.261510494963151,0.207040745935772
"1561","PstI.TP513843",3,2577255,0.404230750775234,0.840343966478666,0.840343966484579,0.892271460080263,0.816353629797246
"329","PstI.TP1010623",3,2603844,0,0,0,0,0
"123","NsiI.TP441693",3,2660294,1.30506741873628,1.64845001511176,1.64845001511538,0.0847421598290598,0.828371198395236
"643","PstI.TP1184603",3,2835614,0.223568129945809,0.0602703385240465,0.0602703385213845,0.700031133988382,0.0283599660231485
"1466","PstI.TP452304",3,2977792,0.274322198035052,0.421491589647781,0.421491589629702,0.267817402626609,0.21479623732788
"556","PstI.TP1140972",3,3019093,0.0284651758524192,0.394440814642059,0.394440814638198,0.190619818945355,0.23871626908824
"944","PstI.TP190927",3,3236781,0.0265296333946186,0.139370282109364,0.139370282112867,0.023867650873235,0.26183207159212
"507","PstI.TP1114836",3,3245214,0.952342775903822,0.219410844363218,0.219410844369261,0.419058725394696,0.190133770231148
"1730","PstI.TP603772",3,3389590,0.678149237445527,0.581580454578424,0.581580454579532,0.0399526078872407,0.218580813036038
"2393","PstI.TP926743",3,3522183,1.27367181922818,0.590220382444946,0.59022038245531,0.0440613915507787,0.588700601286028
"379","PstI.TP1032333",3,3528771,0.2781417836859,1.30956084663655,1.30956084663533,1.09606096300341,1.05810688473301
"521","PstI.TP1123380",3,3557266,0.0532788600784427,1.12340779781289,1.12340779780675,1.37538516424283,0.838420768461883
"2177","PstI.TP831757",3,3676028,0.202005162334861,0.284055441481159,0.284055441475261,0.232717710104196,0.812227730719093
"2176","PstI.TP831752",3,3676042,0,0,0,0,0
"2357","PstI.TP906726",3,3716611,0.0831400493273673,0.249706785645106,0.249706785645029,0.682069284496954,1.07509089268391
"801","PstI.TP1277784",3,3752097,0.898491239330446,0.014040902519165,0.0140409025173954,0.367243723737411,0.0200220341866438
"452","PstI.TP1075072",3,3875096,0,0,0,0,0
"279","NsiI.TP774307",3,3883631,0.0579242180733896,0.346439223349526,0.34643922334005,1.14263814590013,0.281424076483522
"2174","PstI.TP831238",3,4140006,0.143287548559317,0.0641047518818517,0.0641047518721968,0.348556151379801,0.0928664618571222
"2134","PstI.TP811351",3,4140044,0,0,0,0,0
"1110","PstI.TP286131",3,4213473,0,0,0,0,0
"370","PstI.TP1027273",3,4274869,1.27338378322775,0.911246769021195,0.911246769000629,0.108799588033361,1.00800012442472
"2355","PstI.TP906047",3,4276001,0.154676486673956,0.0945652255219008,0.0945652255235879,0.300087254069486,0.229724119578065
"1948","PstI.TP725292",3,4449847,0.413243782874877,0.998301857783623,0.998301857774299,0.128765629750184,0.430937640094528
"1803","PstI.TP653230",3,4507877,0.854027126339479,0.0893703549935892,0.0893703549930796,0.325919224106988,0.696851478015375
"1611","PstI.TP534942",3,4552949,0.0885547669744124,0.0492140914985666,0.049214091501178,0.529018564194104,0.13188199539563
"1982","PstI.TP74252",3,4598161,1.04092683173409,0.0858409859007442,0.0858409859039578,0.323977775315667,0.0275081640092534
"2484","PstI.TP967109",3,4646186,0.0150775600345395,0.00204233994827425,0.00204233994593743,0.418476106366746,0.133043945444811
"1304","PstI.TP368020",3,4665593,0.543850215103882,0.101463168449101,0.101463168461202,0.30677264061897,0.47325709917214
"1997","PstI.TP747067",3,4707934,0,0,0,0,0
"1869","PstI.TP691334",3,4847914,0,0,0,0,0
"1792","PstI.TP643379",3,5147929,0.107655373459423,0.456075100416487,0.45607510041123,0.118814060665652,0.658011467652593
"989","PstI.TP213720",3,5231540,0,0,0,0,0
"2027","PstI.TP762772",3,6044042,0,0,0,0,0
"939","PstI.TP188641",3,6088178,0.660569949680559,0.890077596499753,0.890077596505186,0.177460036991386,0.616907302018831
"1165","PstI.TP308152",3,6124917,0.454956250287702,0.450284629752706,0.450284629746673,0.444452469516995,0.744681279169852
"746","PstI.TP1246489",3,6130583,0,0,0,0,0
"688","PstI.TP1206934",3,6141050,0.0311695657103031,0.880824484014901,0.880824484015115,0.104336923660058,0.476692015749411
"1359","PstI.TP398580",3,6360865,0,0,0,0,0
"877","PstI.TP154327",3,6603820,0.882699247652408,0.131620612864848,0.131620612864183,0.466628363479572,0.533909550137741
"203","NsiI.TP561476",3,6721083,1.23893733512502,0.175086126018384,0.175086126010843,0.397507903242309,0.0906456527290718
"1843","PstI.TP678449",3,6895124,0.731421591444712,0.519143167443157,0.519143167437324,0.161927162951608,0.258977764207071
"1804","PstI.TP65397",3,7162104,0,0,0,0,0
"721","PstI.TP1226186",3,7342289,0.101851650021192,0.666464760923968,0.666464760934659,0.602454514734933,0.734278767740532
"186","NsiI.TP527435",3,7664263,0.359934520025755,1.48293212782493,1.48293212782183,0.13789191646693,0.129959150692372
"170","NsiI.TP502976",3,7719502,0,0,0,0,0
"2154","PstI.TP820558",3,8412197,0,0,0,0,0
"724","PstI.TP1227132",3,8500895,0,0,0,0,0
"692","PstI.TP1208950",3,8740326,0,0,0,0,0
"2130","PstI.TP810363",3,8828897,0.295533847663197,0.397929332262196,0.39792933225428,0.0619146446453837,0.280983049440658
"1027","PstI.TP241235",3,9336109,0,0,0,0,0
"426","PstI.TP1064081",3,9621573,0.0798665595379856,0.346166118805506,0.346166118786714,0.442413420029026,0.0598505198396265
"1966","PstI.TP735032",3,9654444,0.145534031645645,1.0305352606164,1.0305352606058,0.00593155660700162,0.297162164698659
"373","PstI.TP1027916",3,9697919,0.0542283072578603,0.00286227217377659,0.00286227217433397,0.0598751535400247,0.243997681266749
"1673","PstI.TP56525",3,9789280,0,0,0,0,0
"2229","PstI.TP849286",3,10316458,0.555052716456131,0.149812570455407,0.149812570460312,1.13970015031578,0.134977551979395
"1931","PstI.TP718531",3,10722354,0.756837364570236,0.202431381800666,0.202431381799626,0.253635291015695,0.0829715388597542
"1421","PstI.TP433171",3,10952394,0,0,0,0,0
"2363","PstI.TP910355",3,11278736,0,0,0,0,0
"2236","PstI.TP853014",3,11408141,0.270841047420999,0.990443988526334,0.990443988522677,0.14505202872507,0.956825693075869
"708","PstI.TP1217016",3,11532831,0.269479264315865,0.0418056213266657,0.0418056213189004,1.15014659609601,0.258921265520097
"583","PstI.TP115547",3,11558444,0.0520854717767173,0.0592184751603376,0.0592184751625082,0.430965928491688,0.0364130250989384
"115","NsiI.TP434679",3,11842346,0.296023615811792,0.595382172758655,0.595382172750348,1.20551088058852,0.588694259471478
"1723","PstI.TP597894",3,12103125,0,0,0,0,0
"785","PstI.TP1266207",3,12109877,0,0,0,0,0
"1386","PstI.TP413401",3,12299683,0,0,0,0,0
"1091","PstI.TP273678",3,12316343,0.0936608671948042,0.102663494239535,0.102663494244296,0.0637152606497578,1.1960330358843
"1484","PstI.TP460053",3,12467100,0,0,0,0,0
"974","PstI.TP208155",3,12469663,0,0,0,0,0
"982","PstI.TP211419",3,12715735,0,0,0,0,0
"1167","PstI.TP308412",3,12715828,0,0,0,0,0
"2256","PstI.TP861895",3,12987175,0.315159195578688,1.16043286450731,1.16043286451338,0.957475233093722,1.12776587157299
"119","NsiI.TP439808",3,13233852,0.218956490767918,0.138307975003036,0.138307975001843,0.0640779687372191,0.462700493426013
"883","PstI.TP157488",3,14637148,0,0,0,0,0
"519","PstI.TP1123006",3,15144093,0.261258748952029,0.0611627860641829,0.0611627860675642,0.639332130438854,0.588886184401103
"1280","PstI.TP356415",3,15356034,0.203810196457488,0.130996004594195,0.13099600459351,0.969364710286319,0.0687257862665501
"793","PstI.TP1270439",3,15756535,0.581233414993198,2.06145890558811,2.06145890557837,0.133862816124398,1.31595884275662
"225","NsiI.TP616451",3,15756558,0,0,0,0,0
"1832","PstI.TP671700",3,15764634,0,0,0,0,0
"1397","PstI.TP419523",3,15768751,0,0,0,0,0
"1961","PstI.TP730744",3,16373477,0,0,0,0,0
"1814","PstI.TP662534",3,16373499,0.0699052113432544,1.10472594092944,1.10472594094909,0.160435914216441,0.377461189162479
"227","NsiI.TP620135",3,16826264,0,0,0,0,0
"2046","PstI.TP773027",3,16863797,0.115807925560946,1.1689210685994,1.16892106859784,0.0153026779637099,0.517502073052729
"266","NsiI.TP733536",3,17102485,0,0,0,0,0
"954","PstI.TP197187",3,17294454,0.234680834770111,0.146107580613469,0.146107580607846,0.0463895261069016,0.606189630580425
"213","NsiI.TP580323",3,18001535,0.0624671849712975,0.31344182857244,0.313441828561596,0.0996880209714273,1.55949588243435
"2342","PstI.TP898958",3,18783182,0,0,0,0,0
"1036","PstI.TP246975",3,19673688,0.529768206464148,0.572121843111688,0.57212184312843,0.690821468275176,0.608279507522403
