"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE","MAF","QTN.effect","LOD.score","Genotype.for.code.1","Var_error","Var_phen..total.","X","P.value.1","MAF.1","PVE.1"
"3132","PstI.TP332845",3,68039381,7.98730006111314e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","HM_50",12.1788,0.4415,-0.0119,5.2901,"C",4e-04,8e-04,NA,8e-07,0.4415,12.18
"3133","PstI.TP532426",7,64966356,5.42000890401624e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","HM_50",12.3399,0.4734,0.0113,3.5386,"C",NA,NA,NA,5e-05,0.4734,12.34
"3134","PstI.TP1159423",11,8140,4.00221117249703e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","HM_50",28.8189,0.4202,0.0169,3.6635,"C",NA,NA,NA,4e-05,0.4202,28.82
"3135","PstI.TP332845",3,68039381,7.85778243559009e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","HM_50",8.605,0.4427,-0.0093,4.3371,"C",4e-04,8e-04,NA,8e-06,0.4427,8.605
"3136","NsiI.TP479743",11,14885,0.000146386153755062,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HM_50",3.5134,0.2396,0.0053,3.131,"A",2e-04,8e-04,NA,1e-04,0.2396,3.513
"3137","PstI.TP332845",3,68039381,8.05934969112745e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FM_50",22.1561,0.4415,-0.0108,4.3265,"C",3e-04,4e-04,NA,8e-06,0.4415,22.16
"3138","PstI.TP332845",3,68039381,0.000141579377995708,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FM_50",7.6841,0.4427,-0.0062,3.1446,"C",1e-04,4e-04,NA,1e-04,0.4427,7.684
"3139","PstI.TP532426",7,64966356,2.34692926268646e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FM_50",2.7989,0.4844,0.0035,3.8838,"C",NA,NA,NA,2e-05,0.4844,2.799
"3140","PstI.TP737962",11,5096,0.000126008545908824,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FM_50",0.8083,0.4219,0.0019,3.1923,"C",NA,NA,NA,1e-04,0.4219,0.8083
"3141","NsiI.TP560012",11,16067,2.24853680149162e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FM_50",5.0335,0.2812,-0.0044,4.8578,"A",NA,NA,NA,2e-06,0.2812,5.034
"3142","PstI.TP1040729",4,54844080,1.0195299775626e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","TFN",9.9267,0.2128,1.0104,4.229,"A",1.9016,3.0472,NA,1e-05,0.2128,9.927
"3143","PstI.TP651320",5,35481232,2.26881978114451e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","TFN",40.5357,0.2553,-1.2474,3.8978,"A",NA,NA,NA,2e-05,0.2553,40.54
"3144","PstI.TP1040729",4,54844080,9.70286524792922e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","TFN",8.6084,0.2083,0.8975,4.2495,"A",2.0194,3.0472,NA,1e-05,0.2083,8.608
"3145","PstI.TP852023",4,51121423,1.12641908462864e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","TFN",13.6411,0.0781,2.925,5.1464,"C",2.0038,3.0472,NA,1e-06,0.0781,13.64
"3146","PstI.TP1131191",6,56067093,3.54241958261649e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","TFN",8.0629,0.0417,3.5869,3.7138,"C",NA,NA,NA,4e-05,0.0417,8.063
"3147","PstI.TP651320",5,35481232,2.48027593769296e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","TFN",25.2826,0.2552,-1.2462,4.8169,"A",1.9572,3.0472,NA,2e-06,0.2552,25.28
"3148","PstI.TP651320",5,35481232,7.52835343844754e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","TFN",33.6205,0.2552,-1.0839,4.3548,"A",2.0193,3.0472,NA,8e-06,0.2552,33.62
"3149","PstI.TP332845",3,68039381,1.07225974025909e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprind",12.315,0.4415,-0.2097,5.167,"C",0.1304,0.2321,NA,1e-06,0.4415,12.31
"3150","PstI.TP532426",7,64966356,7.88315380521558e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprind",12.3996,0.4734,0.1985,3.3846,"C",NA,NA,NA,8e-05,0.4734,12.4
"3151","PstI.TP1159423",11,8140,0.000148320096718187,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprind",26.591,0.4202,0.2831,3.1256,"C",NA,NA,NA,1e-04,0.4202,26.59
"3152","PstI.TP548709",2,61335066,1.15239137719949e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprind",5.1128,0.0729,0.2726,4.1782,"A",0.1031,0.2321,NA,1e-05,0.0729,5.113
"3153","PstI.TP332845",3,68039381,8.37915067438409e-08,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprind",14.2115,0.4427,-0.2097,6.2359,"C",NA,NA,NA,8e-08,0.4427,14.21
"3154","PstI.TP532426",7,64966356,9.00533762750649e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprind",5.2735,0.4844,0.1205,4.2805,"C",NA,NA,NA,9e-06,0.4844,5.274
"3155","PstI.TP332845",3,68039381,7.36037599060909e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","fprind",5.5507,0.4427,-0.2927,3.4127,"C",0.1358,0.2321,NA,7e-05,0.4427,5.551
"3156","PstI.TP1159423",11,8140,4.59092290759131e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","fprind",9.7427,0.4115,0.4443,3.607,"C",NA,NA,NA,5e-05,0.4115,9.743
"3157","PstI.TP245404",1,79960134,2.02861671696629e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprind",0,0.151,-0.1911,3.944,"C",0.0901,0.2321,NA,2e-05,0.151,0
"3158","PstI.TP1226186",3,7342289,1.50244990299891e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprind",5.7471,0.2969,0.159,5.026,"C",NA,NA,NA,2e-06,0.2969,5.747
"3159","PstI.TP332845",3,68039381,1.58891256711886e-14,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprind",24.9424,0.4427,-0.2778,12.8089,"C",NA,NA,NA,2e-14,0.4427,24.94
"3160","PstI.TP230539",6,60169420,2.39828063091446e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprind",1.1522,0.3073,0.0936,3.8748,"A",NA,NA,NA,2e-05,0.3073,1.152
"3161","NsiI.TP616446",9,56031936,1.41318819200706e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprind",5.226,0.4531,-0.1121,4.0936,"C",NA,NA,NA,1e-05,0.4531,5.226
"3162","PstI.TP865711",11,6040,1.41873080923514e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprind",4.3453,0.4583,-0.113,4.092,"A",NA,NA,NA,1e-05,0.4583,4.345
"3163","PstI.TP1226186",3,7342289,1.30647167972202e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","fprind",6.1198,0.2969,0.1665,4.1262,"C",0.1165,0.2321,NA,1e-05,0.2969,6.12
"3164","PstI.TP325958",3,54129415,2.64972009887896e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","fprind",19.8509,0.2812,-0.2201,5.7523,"C",NA,NA,NA,3e-07,0.2812,19.85
"3165","PstI.TP332845",3,68039381,6.81082936767638e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","fprind",15.0418,0.4427,-0.2189,5.3568,"C",NA,NA,NA,7e-07,0.4427,15.04
"3166","PstI.TP332845",3,68039381,9.28538680439702e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinW",12.3835,0.4415,-0.0278,5.2271,"C",0.0023,0.0041,NA,9e-07,0.4415,12.38
"3167","PstI.TP532426",7,64966356,7.74105227074122e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinW",12.4204,0.4734,0.0262,3.3921,"C",NA,NA,NA,8e-05,0.4734,12.42
"3168","PstI.TP1159423",11,8140,0.000144977297542214,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinW",26.5929,0.4202,0.0374,3.1349,"C",NA,NA,NA,1e-04,0.4202,26.59
"3169","PstI.TP332845",3,68039381,2.53221163528083e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprinW",9.2506,0.4427,-0.0224,4.8082,"C",0.0013,0.0041,NA,3e-06,0.4427,9.251
"3170","PstI.TP245404",1,79960134,1.5988215745081e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinW",0,0.151,-0.0245,5.0001,"C",0.0015,0.0041,NA,2e-06,0.151,0
"3171","PstI.TP332845",3,68039381,1.82095829768528e-10,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinW",13.9075,0.4427,-0.0274,8.8273,"C",NA,NA,NA,2e-10,0.4427,13.91
"3172","NsiI.TP274765",6,47625849,0.000164058977319954,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinW",0.4683,0.3333,-0.0044,3.0844,"A",NA,NA,NA,2e-04,0.3333,0.4683
"3173","PstI.TP230539",6,60169420,5.62729911013453e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinW",1.5748,0.3073,0.0144,3.5232,"A",NA,NA,NA,6e-05,0.3073,1.575
"3174","PstI.TP1026818",11,7134,0.000177541547095864,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinW",2e-04,0.1406,1e-04,3.0521,"A",NA,NA,NA,2e-04,0.1406,2e-04
"3175","PstI.TP332845",3,68039381,6.16879019745937e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinGW",13.3146,0.4415,-0.023,4.4376,"C",0.0016,0.003,NA,6e-06,0.4415,13.31
"3176","PstI.TP1052140",6,19137861,2.58583018042106e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinGW",8.0131,0.0957,0.0444,3.8437,"A",NA,NA,NA,3e-05,0.0957,8.013
"3177","PstI.TP1159423",11,8140,1.21283019289469e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinGW",20.6298,0.4202,0.0263,4.157,"C",NA,NA,NA,1e-05,0.4202,20.63
"3178","PstI.TP332845",3,68039381,1.63794758483495e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprinGW",12.3528,0.4427,-0.0222,4.99,"C",0.0012,0.003,NA,2e-06,0.4427,12.35
"3179","PstI.TP245404",1,79960134,4.21114310436318e-10,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinGW",0,0.151,-0.0193,8.4718,"C",0.0012,0.003,NA,4e-10,0.151,0
"3180","PstI.TP1226186",3,7342289,8.71565438136777e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinGW",4.6742,0.2969,0.0163,3.3434,"C",NA,NA,NA,9e-05,0.2969,4.674
"3181","PstI.TP332845",3,68039381,8.46057734384289e-14,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinGW",21.7517,0.4427,-0.0294,12.0946,"C",NA,NA,NA,8e-14,0.4427,21.75
"3182","PstI.TP332845",3,68039381,3.16883772718149e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","fprinGW",17.1925,0.4427,-0.0261,4.7148,"C",0.0013,0.003,NA,3e-06,0.4427,17.19
"3183","PstI.TP352846",1,71717994,4.10865807010624e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinM",27.4228,0.2819,0.0538,4.6066,"C",0.0058,0.0086,NA,4e-06,0.2819,27.42
"3184","PstI.TP332845",3,68039381,1.30496841413022e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","fprinM",16.7401,0.4415,-0.0483,6.0497,"C",NA,NA,NA,1e-07,0.4415,16.74
"3185","PstI.TP332845",3,68039381,5.04661297563529e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprinM",8.6945,0.4427,-0.0317,5.4823,"C",0.0041,0.0086,NA,5e-07,0.4427,8.694
"3186","NsiI.TP395863",11,13491,7.41822497180732e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","fprinM",0.341,0.1458,0.0122,3.4096,"C",NA,NA,NA,7e-05,0.1458,0.341
"3187","PstI.TP332845",3,68039381,3.1630058853452e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","fprinM",6.0267,0.4427,-0.0589,3.7606,"C",0.0046,0.0086,NA,3e-05,0.4427,6.027
"3188","NsiI.TP499934",1,76362422,1.27938130415753e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinM",0,0.2083,-1e-04,4.1349,"G",0.0038,0.0086,NA,1e-05,0.2083,0
"3189","PstI.TP245404",1,79960134,0.000135487740437975,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinM",0,0.151,-0.0251,3.1626,"C",NA,NA,NA,1e-04,0.151,0
"3190","PstI.TP332845",3,68039381,4.20920424776836e-08,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinM",8.2203,0.4427,-0.0308,6.5256,"C",NA,NA,NA,4e-08,0.4427,8.22
"3191","NsiI.TP274765",6,47625849,2.04079790606699e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinM",3.1408,0.3333,-0.0165,4.8982,"A",NA,NA,NA,2e-06,0.3333,3.141
"3192","NsiI.TP395863",11,13491,1.93107881755808e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","fprinM",0.0318,0.1458,0.0037,3.9644,"C",NA,NA,NA,2e-05,0.1458,0.0318
"3193","PstI.TP532426",7,64966356,0.000141807760996891,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","fprinM",7.0253,0.4844,0.0268,3.144,"C",0.0038,0.0086,NA,1e-04,0.4844,7.025
"3194","PstI.TP1040729",4,54844080,2.67793480625971e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FNMain",9.8549,0.2174,0.9219,4.7849,"A",1.4689,2.501,NA,3e-06,0.2174,9.855
"3195","PstI.TP651320",5,35481232,1.02920052719443e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FNMain",45.3591,0.2554,-1.2197,5.1841,"A",NA,NA,NA,1e-06,0.2554,45.36
"3196","PstI.TP1040729",4,54844080,2.83008839178795e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","FNMain",8.6226,0.2128,0.8132,4.7619,"A",1.4421,2.501,NA,3e-06,0.2128,8.623
"3197","PstI.TP651320",5,35481232,2.23769040673712e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","FNMain",41.9303,0.2553,-1.1058,4.8598,"A",NA,NA,NA,2e-06,0.2553,41.93
"3198","PstI.TP1040729",4,54844080,4.59409530036584e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","FNMain",19.2984,0.2128,2.0549,3.6067,"A",1.7026,2.501,NA,5e-05,0.2128,19.3
"3199","PstI.TP1040729",4,54844080,2.83008839178795e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","FNMain",4.9639,0.2128,0.8132,4.7619,"A",1.4413,2.501,NA,3e-06,0.2128,4.964
"3200","PstI.TP651320",5,35481232,2.23769040673712e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","FNMain",24.1508,0.2553,-1.1061,4.8598,"A",NA,NA,NA,2e-06,0.2553,24.15
"3201","PstI.TP1040729",4,54844080,2.67793480625971e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FNMain",8.6225,0.2128,0.8132,4.7849,"A",1.4415,2.501,NA,3e-06,0.2128,8.623
"3202","PstI.TP651320",5,35481232,1.02920052719443e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FNMain",41.9479,0.2553,-1.106,5.1841,"A",NA,NA,NA,1e-06,0.2553,41.95
"3203","PstI.TP651320",5,35481232,0.000103538054441475,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FNsmall",51.9123,0.2554,-0.7244,3.2728,"A",0.4861,0.6299,NA,1e-04,0.2554,51.91
"3204","NsiI.TP441583",6,1520280,1.78319977223292e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","FNsmall",2.8639,0.1968,-0.4654,3.9974,"C",0.4124,0.6299,NA,2e-05,0.1968,2.864
"3205","NsiI.TP441583",6,1520280,9.08029587647883e-07,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","FNsmall",13.3554,0.1968,-1.0938,5.2364,"C",0.4136,0.6299,NA,9e-07,0.1968,13.36
"3206","PstI.TP1227925",6,50604731,2.4160170788935e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","FNsmall",11.7604,0.1596,0.9568,4.8279,"A",NA,NA,NA,2e-06,0.1596,11.76
"3207","PstI.TP651320",5,35481232,3.51155924516291e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","FNsmall",32.3789,0.2553,-0.6021,4.672,"A",0.4071,0.6299,NA,4e-06,0.2553,32.38
"3208","PstI.TP651320",5,35481232,3.73508078943063e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FNsmall",41.6303,0.2553,-0.6021,4.6463,"A",0.407,0.6299,NA,4e-06,0.2553,41.63
"3209","PstI.TP745785",6,45615805,2.52755142260213e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","FNsmall",9.5075,0.3777,-0.292,4.809,"C",NA,NA,NA,3e-06,0.3777,9.508
"3210","PstI.TP332845",3,68039381,3.02273448003866e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","HD_1",20.01,0.4415,-0.0503,4.7344,"C",0.0076,0.0091,NA,3e-06,0.4415,20.01
"3211","PstI.TP332845",3,68039381,3.24041027049182e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","HD_1",11.6658,0.4427,-0.0377,4.7055,"C",0.0045,0.0091,NA,3e-06,0.4427,11.67
"3212","PstI.TP532426",7,64966356,0.000184926861897808,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","HD_1",5.4089,0.4844,0.0242,3.0355,"C",NA,NA,NA,2e-04,0.4844,5.409
"3213","PstI.TP1159423",11,8140,2.56094351715677e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","HD_1",14.1743,0.4115,0.1062,4.8035,"C",0.0067,0.0091,NA,3e-06,0.4115,14.17
"3214","PstI.TP245404",1,79960134,0.000184884285816199,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","HD_1",0,0.151,-0.0379,3.0356,"C",0.0039,0.0091,NA,2e-04,0.151,0
"3215","NsiI.TP7764",2,8133534,1.5692784107178e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","HD_1",1.3995e-06,0.2865,1.1419e-05,4.0503,"A",NA,NA,NA,2e-05,0.2865,1.399e-06
"3216","PstI.TP332845",3,68039381,2.95256862172897e-09,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","HD_1",21.387,0.4427,-0.051,7.6471,"C",NA,NA,NA,3e-09,0.4427,21.39
"3217","PstI.TP753697",4,2038364,0.000180717412601093,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","HD_1",1.549e-06,0.3698,1.3541e-05,3.0449,"A",NA,NA,NA,2e-04,0.3698,1.549e-06
"3218","PstI.TP31970",4,61637545,6.14044718105606e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","HD_1",0,0.026,-1.3425e-05,3.4873,"C",NA,NA,NA,6e-05,0.026,0
"3219","PstI.TP865711",11,6040,0.000157652187075009,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","HD_1",4.2655,0.4583,-0.0222,3.1007,"A",NA,NA,NA,2e-04,0.4583,4.266
"3220","NsiI.TP337751",1,60167980,4.71845698248157e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",8.3036,0.3906,-0.0294,4.549,"C",0.0035,0.0091,NA,5e-06,0.3906,8.304
"3221","PstI.TP245404",1,79960134,1.06071814963531e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",0,0.151,-0.0423,4.2126,"C",NA,NA,NA,1e-05,0.151,0
"3222","PstI.TP541575",2,74276308,9.64717151896168e-08,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",15.6954,0.0938,-0.0533,6.1767,"C",NA,NA,NA,1e-07,0.0938,15.7
"3223","PstI.TP1226186",3,7342289,2.03891912707498e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",7.4797,0.2969,0.0368,3.9419,"C",NA,NA,NA,2e-05,0.2969,7.48
"3224","PstI.TP332845",3,68039381,6.93585491592748e-08,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",16.1284,0.4427,-0.0453,6.3154,"C",NA,NA,NA,7e-08,0.4427,16.13
"3225","NsiI.TP616446",9,56031936,1.38484127772198e-08,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",9.2928,0.4531,-0.0303,6.9942,"C",NA,NA,NA,1e-08,0.4531,9.293
"3226","PstI.TP352846",1,71717994,9.31751284201955e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FD_1",17.0392,0.2819,0.0469,3.316,"C",0.0055,0.011,NA,9e-05,0.2819,17.04
"3227","PstI.TP332845",3,68039381,1.11609201238692e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FD_1",12.6836,0.4415,-0.0465,4.1915,"C",NA,NA,NA,1e-05,0.4415,12.68
"3228","PstI.TP532426",7,64966356,1.35956507581272e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FD_1",12.3146,0.4734,0.0432,4.1097,"C",NA,NA,NA,1e-05,0.4734,12.31
"3229","PstI.TP1159423",11,8140,0.000157362048324047,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","mrMLM","FD_1",15.1749,0.4202,0.0467,3.1014,"C",NA,NA,NA,2e-04,0.4202,15.17
"3230","PstI.TP332845",3,68039381,1.27028157838881e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","FD_1",10.8485,0.4427,-0.0399,4.1378,"C",0.0067,0.011,NA,1e-05,0.4427,10.85
"3231","PstI.TP532426",7,64966356,5.97447846425817e-06,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","FD_1",7.1569,0.4844,0.0305,4.4509,"C",NA,NA,NA,6e-06,0.4844,7.157
"3232","PstI.TP1159423",11,8140,7.56658647868492e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrMLM","FD_1",21.3228,0.4115,0.0513,3.4014,"C",NA,NA,NA,8e-05,0.4115,21.32
"3233","PstI.TP1159423",11,8140,1.27350308101666e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","FASTmrEMMA","FD_1",14.2023,0.4115,0.1167,4.1367,"C",0.008,0.011,NA,1e-05,0.4115,14.2
"3234","PstI.TP245404",1,79960134,3.18639784732818e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","FD_1",0,0.151,-0.0307,3.7575,"C",0.0045,0.011,NA,3e-05,0.151,0
"3235","PstI.TP332845",3,68039381,9.18967177318926e-12,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","FD_1",17.6553,0.4427,-0.0508,10.0964,"C",NA,NA,NA,9e-12,0.4427,17.66
"3236","PstI.TP865711",11,6040,1.50556669826698e-05,NA,NA,NA,NA,NA,NA,NA,"F96+4814","PS_N","mrMLMM","pLARmEB","FD_1",2.9962,0.4583,-0.0204,4.0674,"A",NA,NA,NA,2e-05,0.4583,2.996
