"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","mc","Yld_1","Yld","AIL","CmDW.V","rrBLUP.CmDW_g","rrBLUP.Cml_cm","rrBLUP.CmD_BI_mm","rrBLUP.CmD_LI_mm","rrBLUP.CmN.","rrBLUP.Bcirc_cm","rrBLUP.Yld_kg","rrBLUP.SDW_kg","rrBLUP.CCirc_cm","rrBLUP.Lg","rrBLUP.GS","rrBLUP.FD","rrBLUP.SRD","rrBLUP.ADD","rrBLUP.mc","rrBLUP.Yld_1","rrBLUP.Yld"
"2987","PstI.TP574132",1,19943823,1.01316648279676,1.76265589203465,1.24552844688744,0.920624245459009,0.0513380230555466,0.10795469613088,0.510379802636761,0.461933767569406,0,0.524394822175391,2.27878824090789,0.689337116891285,0.262734991736463,0.176209668532575,0.297565150868401,0.570565235292992,0.570565235294603,3.2719256087352,0.789615218709142,0.0970138002471559,0.0172720588059494,0.0568161175000614,0.12005375672005,0.888509298019848,0.779911463534882,0.308759406435355,0.345196379774363,1,0.298954557010569,0.00526273811440378,0.20448567202498,0.546090986390111,0.66648492617913,0.504005004909489,0.26880340436465,0.268803404363653
"1312","PstI.TP1110165",1,20001173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3885","PstI.TP890955",1,20013544,0.432618568642308,0.451765518562164,0.26137009539714,0.270066165019732,0.555856090089502,0.0245078292915806,0.0855909030021566,0.0277956134776853,0.285775544883112,0.184024451310027,0.0471108402496464,0.014256339052395,0.0981807654303266,0.0424522383271159,0.311680999652276,0.0144662962497177,0.0144662962368812,2.08696648523064,0.329344678834473,0.36930180588711,0.353373909627223,0.547809935394776,0.536949985492367,0.278063451955781,0.945131353827624,0.821124663684377,0.938003343724172,0.517874414280841,0.65459931828825,0.897199782750963,0.967706506171403,0.797662608821627,0.906875693040884,0.487886723734442,0.967238787031799,0.967238787060388
"3886","PstI.TP890977",1,20013575,0.0506325623958548,0.352680102330431,0.0585412290814282,0.00982347024374456,0.20281296285238,0.137311235050602,0.0618476401738802,0.00744174270327319,0.225081173450633,0.172540301420845,0.253460569819621,0.518973359650104,0.335840984170595,0.607636502499567,0.899705939561207,0.0151827778556442,0.015182777862192,1.06334113121402,0.0429224027242267,0.889953750449956,0.443935522707864,0.873894026861648,0.977634523986673,0.626883785925382,0.728934935312818,0.867266077950254,0.983010727557703,0.595550819450083,0.672139933345018,0.557878250358961,0.302709910972858,0.461486515753826,0.246810423654331,0.12597781178124,0.965644390847919,0.96564439083336
"2514","PstI.TP385421",1,20238710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"293","NsiI.TP352570",1,20251715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"454","NsiI.TP440927",1,20252244,0.200556353262866,0.0485187806240523,0.0893484097494229,0.046964356204639,0.559602764056888,0.00518996748216083,0.563132373210766,0.499888425217034,0.944629459015513,0.169500673678821,0.904554301098968,1.49183275724536,0.0524472787068649,0.55956696194787,1.47826167037283,0.460842265490065,0.460842265512374,0.954265181082559,0.175472166761038,0.630149573621947,0.894295858179702,0.814050955233587,0.897502452081803,0.275674906497049,0.988120779984892,0.273443514185246,0.316309018665699,0.113597962257266,0.676860742970644,0.124579246248681,0.0322230943369905,0.886242802808278,0.27569763335704,0.0332459180195846,0.346065044835294,0.346065044817517
"1652","PstI.TP1239144",1,20685889,0.147686295157931,0.0341349572952933,0.060764495160987,0.118540690393372,0.151615687640835,0.734922930102928,0.0108793032068909,0.0813458847414975,0.253412462959911,0.679620983375347,0.509057045466004,0.510030305837874,0.151860408854381,0.527302847235754,0.200116573517594,0.0543346962981304,0.0543346962954637,0.117483374961447,0.117646522364455,0.711727431586542,0.924410868016325,0.869431768183794,0.761130822963723,0.705316936249336,0.184109869384774,0.975260639264131,0.829190113373282,0.557940050032479,0.209112029313116,0.309701247359327,0.309007979375079,0.70491960816461,0.296959451766595,0.630788005357796,0.882399602315125,0.882399602320544
"3794","PstI.TP861964",1,20685961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3763","PstI.TP851166",1,21305923,0.237042577636683,0.333637282478818,0.115621342824051,0.0128428548320812,0.208896307234636,0.719113268281648,0.493437857791771,0.361410913884133,0.378327399509952,0.195951242491334,0.0320764430749552,0.44352985479782,0.224635215001676,0.207044369190467,0.141066905851786,0.333982022661103,0.333982022665252,0.290518438040085,0.0811520890746638,0.579371892814939,0.463834146703614,0.766264414304241,0.970861200230813,0.618163976226124,0.190935521496147,0.321042214333917,0.435100002828387,0.418477970183151,0.636867016879827,0.928802887585909,0.360138992432511,0.59616267923523,0.620805607107561,0.722658464852388,0.463466104218537,0.463466104214109
"3563","PstI.TP791712",1,21320307,1.27302844691823,1.84516342382049,0.998445393927556,1.12696495319568,2.46681813934231,0.235704818738045,1.40489398122856,1.69723391053861,0.91757752584411,0.36779134772676,0.728594805720488,0.326492545857859,1.21737429498668,1.50545300186597,0.203757942506357,1.70850777825703,1.70850777827077,0.248032616993018,0.988579296049073,0.0533299962422798,0.0142835637079256,0.100358602723316,0.0746508997948564,0.00341335815949116,0.581159285642004,0.0393646159542472,0.0200801100874645,0.120898934716877,0.428754461550334,0.186812182503663,0.471527964477054,0.0606213641546054,0.0312282033081942,0.625521234885041,0.0195655572551499,0.019565557254531
"2167","PstI.TP265643",1,21534801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1977","PstI.TP198890",1,21626192,0.0408747050900878,0.050030158029097,0.0240415505979601,0.0236222060933777,0.825397429786506,0.39916319868109,0.268799162991551,0.234399931660035,0.328836156743991,0.135791757357087,0.00267666640087087,0.00869783231732811,0.0231864277633554,0.163582139893984,0.810491062318769,0.147739046540792,0.147739046558174,1.21013835167223,0.0480251334143762,0.910175822477028,0.891189050544494,0.946146635603263,0.947060653676475,0.149486705336309,0.398874985412675,0.538518759874675,0.582908070592815,0.468990281473169,0.731489746109735,0.99385570172582,0.980171719159503,0.948011427070729,0.686148092139619,0.154706634189223,0.711640987185971,0.71164098715749
"1230","PstI.TP1074331",1,21885836,0.183851999237061,0.0873727588314677,0.132174716752381,0.168458312228716,0.561510377946549,0.813496681845357,0.432752480440418,0.389937105901397,0.17002567341863,0.101443188493947,0.487404928792269,0.707050025779314,0.766829187503393,0.184087658588154,0.241870625786725,0.386649228447582,0.386649228436278,0.334679553727645,0.173006309658373,0.654859301847733,0.817762593892276,0.737607430822678,0.678487245119457,0.274466675584985,0.153639653186852,0.369187951699846,0.407439278486326,0.676043009772001,0.791693011847582,0.325533037988071,0.196313413311238,0.171068801402225,0.654504054746692,0.572966689554669,0.410535551023497,0.410535551034182
"3465","PstI.TP761935",1,22258955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2925","PstI.TP543648",1,22275588,0.955869455409632,0.586841066398749,0.920858960008217,1.62198135523656,0.0870634531837525,0.0276729463355943,0.673028159121444,0.728114184906015,0.959325022664913,0.279171969130208,0.486974204096582,0.0261056654179969,0.415072771376013,0.0818784926119243,0.301589351004023,0.69983765019835,0.699837650205595,0.685264031846497,1.16260231632761,0.110695647405076,0.25891602660749,0.119988891170444,0.0238791379660845,0.818345213963376,0.938268321626305,0.212310679789699,0.18701903644042,0.109818365957218,0.525809018696399,0.325856055384919,0.941660459253922,0.384527344366143,0.828173838689653,0.499356432900524,0.199600833180456,0.199600833177126
"235","NsiI.TP304101",1,22335385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1375","PstI.TP1133775",1,23057893,0.0363856033065122,1.09263180068643,0.178342278020203,0.143898697281943,0.162813115868114,0.382762717377593,0.275696598696248,0.313674141484203,0.300058685845617,0.326006553207199,0.0741088227437317,0.000236919071614193,0.663302302135818,0.4876734837903,0.0877826276646666,0.312125909690589,0.31212590970156,0.692490815089273,0.0541326960448125,0.919632681619739,0.0807919702577278,0.663220164465582,0.717961742153257,0.687364160602613,0.414225930905142,0.530033599932086,0.485652756991672,0.501119513196359,0.472055918208361,0.843123466787908,0.999454622449885,0.217118933910635,0.325331800110286,0.816991188079662,0.487387167414469,0.487387167402157
"1076","PstI.TP1020277",1,23246220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1705","PstI.TP1256502",1,23777666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3866","PstI.TP884909",1,23972025,0.0146326003012573,0.0143415345968421,0.0398210977793026,0.198364415733993,0.0393058499150945,0.116988663237975,0.0414351198746894,0.159537655061846,0.0713106281830332,0.0578648670037622,0.826884364930308,0.160962233525842,0.267756227815897,0.318212228333129,0.014759770235831,0.00528265939297312,0.00528265939658855,0.122991338286776,0.0393947451875559,0.966868473934255,0.967516689813897,0.912386608291279,0.633338055386831,0.913469708003772,0.763855722899714,0.909002086570787,0.692567878439763,0.848573317709464,0.87525607336018,0.14897576871756,0.69029983006271,0.539813538177268,0.480604432263339,0.966585397345902,0.987909906870996,0.987909906862772
"205","NsiI.TP269540",1,24901828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2824","PstI.TP510443",1,25088662,0.499870163786763,0.940990520301322,0.26179908145476,0.468167829994216,0.118426866106172,0.0436432498141296,0.119824734633204,0.00254116682968088,0.0837568604204571,0.277281705834755,0.73434697812512,0.059582512704904,0.0700566868277447,0.11733013963005,0.571799031065537,0.0772567564404799,0.0772567564449011,0.993461385448969,0.318612137736835,0.316322319264192,0.114553794576055,0.54726908855623,0.340276666807125,0.761330333966287,0.904392079431971,0.758883770970968,0.99416583237959,0.82459963756299,0.528102586035025,0.184354193896987,0.871801249831164,0.851026949600817,0.763255355664729,0.26804083916948,0.837034278178532,0.837034278170011
"4166","PstI.TP98839",1,25165051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2919","PstI.TP543090",1,25480362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2026","PstI.TP21552",1,26847368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3456","PstI.TP757921",1,26848011,0.886660251207017,2.09548590443257,0.724052127976905,0.773583046937574,0.22966310005423,0.10593827351721,0.824600503781817,0.662117215545434,0.58509086587836,0.840101951485042,1.42296205911639,0.664321372935709,1.0799283648182,0.498229198820957,0.137418246551034,0.762236857084893,0.762236857087956,1.98086507312718,0.588971697366623,0.129819445202068,0.00802627610727007,0.188776474878863,0.168429032153551,0.589300622620883,0.783540999910126,0.149761263765495,0.217712209048032,0.259961559800424,0.14451004907376,0.0377605177870713,0.216610062199603,0.0831900978609895,0.317519791836441,0.728755345622136,0.17288732029685,0.172887320295631
"2223","PstI.TP288641",1,27158173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2291","PstI.TP309238",1,27158767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2458","PstI.TP364380",1,27181483,0.0717546163068645,0.851094228004055,0.0533419323398257,0.0154711755073762,0.291869011089294,0.347207085345764,0.327079387888803,0.364446957714866,0.184963587561419,0.130185821149529,0.0527924377449279,0.248331974341937,0.716363761574938,0.0291883673174299,0.167019693697228,0.332585569967304,0.332585569980309,0.178064805632874,0.196641973413526,0.847706247153326,0.140898306102223,0.884419007518269,0.965003357770407,0.510658998200496,0.449565436756615,0.470891240849023,0.432068934865067,0.653185315197147,0.740993125469564,0.885538734020621,0.564505302463101,0.192148163709562,0.935000046955235,0.680738488944714,0.464958755326332,0.464958755312409
"1916","PstI.TP176880",1,28241729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3905","PstI.TP896979",1,28970255,0.251634827171458,0.327879910665089,0.228071676082162,0.0657904603894369,0.0191461364184545,0.193558021872163,0.184162304810354,0.10249520193282,0.0837845457292313,0.0313521745621574,0.0378031087221716,0.0410421833318143,0.069305403153567,0.0133363103861712,0.324557624353622,0.135968008459023,0.135968008460825,0.519488670817938,0.143003238216536,0.56022846685658,0.470024059769339,0.591464010734853,0.859428080741271,0.956872037772798,0.64038622006417,0.654391568729281,0.789777574781134,0.824547072842762,0.930353135069607,0.91663596102665,0.909824896401217,0.852500410614498,0.969758711469517,0.473633459960172,0.731192943544841,0.731192943541809
"793","NsiI.TP633588",1,29778455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1851","PstI.TP150197",1,30650620,0.0238877195257936,0.132552003112821,0.194642225825159,0.398430597042087,0.51149390761749,0.563729937317028,0.431954962566704,0.44204702041714,0.242316009159513,0.0451984194130284,0.0723821761760517,0.713161562399387,0.275553058467848,0.247023967068567,0.284547424220783,0.400821990955826,0.400821990951545,0.997424602623759,0.111788028602654,0.946481828744059,0.736966924461329,0.638789507789197,0.399548406525793,0.307968354370582,0.273067530439161,0.369866533884088,0.361370735449877,0.572379394437593,0.901159324045421,0.846482187751367,0.193570172731785,0.530208812193525,0.566208041297447,0.519340959258658,0.397354384096749,0.397354384100667
"2296","PstI.TP31070",1,30825121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"770","NsiI.TP61845",1,30836654,0.460820990078342,0.506355963290417,0.443267943686219,0.334082177250056,0.226992420799769,0.0489222874530691,0.431838917794175,0.407985701618633,0.369216179358181,0.19198100640562,0.0807306913870218,0.0320554934906804,0.170619023976855,0.106646070487123,0.34787199732789,0.429986391213389,0.429986391217948,0.494071709570998,0.340683035220942,0.346081998439276,0.311633427799328,0.360356247902524,0.463359234554872,0.592935672256882,0.893465345897527,0.369965376522919,0.39085376375276,0.427350110550223,0.642715825472339,0.830365522537363,0.928847692446429,0.675120003336528,0.782265054000955,0.448877671316322,0.37154687148058,0.37154687147668
"2822","PstI.TP510044",1,31327463,0.298456835400918,0.136633667898415,0.394772775416788,0.353321321412347,0.426262151918684,0.50025808726412,0.359370406821987,0.333254930612953,0.331495807090598,0.159405106087475,0.206219679836812,0.0181866212013686,0.243131956789901,0.55766649115624,0.487569998041959,0.345093897541749,0.34509389754221,0.189107145070574,0.368670593494819,0.502971253760841,0.730073075150343,0.402927792593714,0.443280552638414,0.374746726679439,0.316039897838041,0.437149104605686,0.464242685034339,0.466126928216895,0.692779286081387,0.62198558567076,0.958988454887624,0.57130502398677,0.276906728587428,0.325409330951008,0.451758260481009,0.45175826048053
"2073","PstI.TP231608",1,46403489,0.476987365383075,0.411472767291932,0.924917673865629,0.490885470875799,0.261114654816089,0.178929562275835,0.0242401094779307,0.0428228795961136,0.104539252220941,0.16110816561105,0.243870868106307,0.031486358090534,0.390486005003799,0.271024164261671,0.435291742750153,0.0303904414940824,0.0303904414943016,0.346691841689485,0.617111830371065,0.333436113039091,0.387728060479512,0.118872754475652,0.32293456300296,0.548132237552702,0.662323916547711,0.945714157447037,0.906102065508981,0.786069141767316,0.690067913759708,0.570333828520306,0.930065729201144,0.406924646610219,0.5357668464727,0.367035656871191,0.932415659105812,0.932415659105341
"1605","PstI.TP1213378",1,46786394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2218","PstI.TP286748",1,49731278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2152","PstI.TP261824",1,50142562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1541","PstI.TP1189297",1,50142670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1458","PstI.TP1162168",1,50144561,0.359090644494351,0.944351715539015,0.593393338871279,0.415124321345318,0.145763414207324,0.694522498754628,0.0662066102528598,0.0842461178175584,0.0845241636293923,0.197523469605245,0.204328880375673,0.0360614258607464,0.218100785635658,0.114411252877086,0.208194032154088,0.106090299623246,0.106090299612861,1.42204385118226,0.332616569149172,0.437430796534298,0.113670634569096,0.255039037739291,0.384481704374773,0.714885660359076,0.202058675218395,0.858604953591744,0.823671202308631,0.823144036890277,0.634565607644954,0.6246994443055,0.920319394163207,0.605200411108251,0.768402460991036,0.61916438576613,0.783266766997664,0.783266767016392
"1621","PstI.TP122157",1,50223254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1852","PstI.TP15027",1,50852753,0.106465121436617,0.152062281729263,0.0536122742304579,0.074582904008462,0.26400047986924,0.382101841109191,0.0127110097914696,0.0828256123327134,0.188125821200061,0.159951284403381,0.276701817570046,1.77904836144916,0.114996847928756,1.54199233725363,1.05517993487204,0.0385608904448656,0.0385608904283434,0.108315857527623,0.0839130201704495,0.782591053103478,0.70459201689801,0.883868641084216,0.842203604869822,0.544502051200124,0.414856748224126,0.971155983313647,0.826369705476122,0.648446542277898,0.691908579201436,0.528808201806343,0.0166322742911868,0.76736705882439,0.0287083123488463,0.0880683916541003,0.915037956996322,0.915037957031134
"1388","PstI.TP1138376",1,51888724,0.0217426136112904,0.202556209194285,0.0447227750302112,0.0621721304686083,0.187284900108079,0.182826157163373,0.00902752412595526,0.0549090588373952,0.0454624547395241,0.55250509185778,0.0833221937442544,0.107944978992509,0.17938225006516,0.245762843857257,1.1070312085492,0.0318269912435166,0.0318269912484939,0.509444277228593,0.0728577136558829,0.951168340426038,0.62725450740425,0.902146824912063,0.86661832779556,0.649703340742541,0.656407965903721,0.979427910589499,0.881233383752866,0.900611618301734,0.280217276757938,0.825425357034534,0.77992891388875,0.6616339014675,0.567854610374092,0.0781571638566491,0.929336530410603,0.929336530399953
"2764","PstI.TP481755",1,51889649,0.0946429375935173,0.361817813026434,0.284081321763902,0.303843276506784,0.0512440975606448,0.432359947192552,0.052754329442932,0.0204658279962386,0.0391992499524947,1.73454417239694,0.950293542117487,0.00703385707730625,0.578401192094275,0.343132867123428,0.427324193339913,0.0872510214436631,0.0872510214473355,0.652691263871763,0.0136709462145728,0.804187026154312,0.434692539887376,0.519898636252547,0.496771558652421,0.888701477989876,0.369521789828598,0.885616441335673,0.953968801918668,0.913693951673591,0.0184270505661258,0.112126033186733,0.983934396424791,0.263996888289822,0.453802759966301,0.373831425378774,0.817991853623315,0.817991853616398
"2696","PstI.TP452799",1,52828554,0.315207582738705,0.0363531133035156,0.167296160382544,0.324457534026861,0.215465764469466,0.0957082754000429,0.0211988061266021,0.0341747469813563,0.0780507570952144,0.673497534630515,0.223243189615557,0.143437958857965,0.0126176285465175,0.0109118976152466,0.151968217036135,0.0179332372825318,0.0179332372800721,0.121297001635962,0.355980278855685,0.483940999665902,0.919701482830642,0.680305276848463,0.473742629182738,0.60888354229455,0.802216748052284,0.952360104221571,0.924326178169119,0.835505364898367,0.212081343232636,0.598076599442645,0.718723824345362,0.97136482203715,0.975187447335578,0.704744642392205,0.959548128478231,0.959548128483666
"2945","PstI.TP548667",1,53141843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1379","PstI.TP1134497",1,53143016,0.15677555720556,0.179809048461926,0.255526701934397,0.254897533331831,0.134671867720819,0.564610600102925,0.204764801145558,0.28695183873647,0.0420759437905339,0.406392205610568,0.0491972194746756,0.939491861250012,0.178149730116721,1.47946397507741,0.0684514133342472,0.192547990112212,0.192547990113522,0.590178049432094,0.167391897843755,0.69698662278459,0.660984007005377,0.555230478570238,0.556035431806765,0.733378429765641,0.272514364871512,0.624072720158264,0.51647364065127,0.90766179616831,0.392290503010077,0.892899912745657,0.114949778499545,0.663514273579308,0.0331540070069164,0.854178403224311,0.641877289303243,0.641877289301306
"3139","PstI.TP643290",1,53455562,0.0705874717870654,0.0625084402956025,0.13804686543126,0.379946818893616,0.348885547758353,0.139053259180179,0.247235403111718,0.234566022762288,0.0165714082347797,0.126112333852594,0.291204862880966,0.739861403581928,0.114628566987957,0.0493775345576961,0.00374868816557335,0.236368444779152,0.236368444776217,0.70859563274254,0.203022223336185,0.849987478919652,0.865947493940968,0.727701272859404,0.416920433928922,0.447831308309585,0.726016917766246,0.56593245029747,0.582685186496244,0.962561732156625,0.747976005319784,0.51144052486382,0.18202816725017,0.768018060697525,0.892529265846657,0.991405472451232,0.580271920184595,0.580271920188517
"2497","PstI.TP378778",1,54121051,0.296653188852817,0.422456628597266,0.213577269565733,0.107882954850393,0.370220892343108,0.272816870798959,0.505186986892062,0.2860799419967,0.207205640740938,0.451664952763177,0.729364886439873,0.334321875558903,0.0400599683374987,0.18142071973484,1.46329704134881,0.360215544160136,0.360215544164349,0.150698417020489,0.178364547697961,0.505064461942742,0.378044889378197,0.611536988766574,0.780040308065496,0.426362605637608,0.533559834537909,0.312473371326302,0.517511563147325,0.620575119039588,0.353455746827319,0.186481225062918,0.463103565222273,0.911884915586925,0.658535634359558,0.0344114488683935,0.436299239357296,0.436299239353064
"64","NsiI.TP160863",1,54752388,0.438008126042738,0.371984604624353,0.300779572764732,0.114752530580026,0.714551065388383,0.812564626576756,0.48909400205077,0.447481028241994,0.606957992844222,0.0190268316734456,0.161742787644335,0.200204609717381,0.188624294748837,0.391415762759265,0.380645274410935,0.499480156966324,0.499480156963392,0.275426762709094,0.365191204554666,0.364747122113054,0.424634616621022,0.500288393156022,0.767798871425835,0.19295184454371,0.153969738942608,0.32426942237545,0.35687733880375,0.247196323422213,0.957134935555268,0.689060273765122,0.630660150749759,0.64770269672275,0.406054415314798,0.416250459169889,0.316606511850887,0.316606511853024
"3186","PstI.TP665437",1,54999161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1878","PstI.TP160672",1,55685308,0.820675214032947,0.944097478764402,1.13774963253111,1.25297331861337,0.332074784795267,0.171878832787541,0.0313616805720452,0.0404374197700845,0.0142033005485565,0.342103558434153,0.360799543050535,0.22289799809443,0.719400087104409,0.0570390870906234,0.771762240421642,0.0651880476745915,0.0651880476763809,0.934733117194376,0.928786401072807,0.151120988595051,0.113737197045008,0.0728199485023893,0.0558504506056771,0.4655059272661,0.673164441497041,0.930332771354017,0.911092727902685,0.967824695191991,0.454879580222715,0.435712938944759,0.59855215934144,0.190809464583056,0.876921893435707,0.169136663661413,0.860621026230144,0.860621026226598
"1473","PstI.TP1167747",1,56262223,0.607110091666721,0.443762378679832,1.07799207354738,0.946709853455984,0.628239396470956,0.0102464231560286,0.282311844194198,0.293772726215309,0.290166924153952,0.273303716283934,0.884269584062092,0.19704157433132,0.536495585016518,0.17060118260954,0.86110944603672,0.3168056581171,0.316805658123356,0.0345207384909407,0.858985370153687,0.247109765364923,0.359946223455751,0.083561826923824,0.11305509689499,0.235375146605535,0.976682883788308,0.522021218208176,0.508425440746404,0.512664299970986,0.532962047402554,0.130536034689157,0.635270115526553,0.290739751553415,0.675147738690947,0.137686244369948,0.482163512090699,0.482163512083753
"1035","PstI.TP1007712",1,56295361,0.905208816134235,0.858133481828133,0.722565163769423,0.600159562637809,1.84674406339658,1.44606063481702,1.07284399667924,1.06192199977271,0.73173690536206,0.806520510611199,0.416214126356736,0.938864495255686,0.185999745556842,0.246000658264444,0.00733875774273388,1.1299690369323,1.12996903690871,0.481390275631139,0.768029898475391,0.124391637192496,0.138632967043041,0.189423927166596,0.25109637174947,0.0142316723499196,0.0358046444304765,0.0845582533093381,0.0867117597967864,0.185465482896188,0.156127530121222,0.383518107507397,0.115115950758129,0.651628775835058,0.567543745176225,0.983243858138918,0.0741363094971384,0.0741363095011659
"1699","PstI.TP1255073",1,56318472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2292","PstI.TP309283",1,56385216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"902","NsiI.TP742789",1,56568036,0.48310179548658,0.0300392849667246,0.445293528068156,0.371509633653068,0.716916406428924,0.410000301848427,1.14012423485973,1.05472332961849,1.36719829227547,0.925212170133664,0.599949719283145,0.676966655281805,1.01070945099558,0.0194778212905239,0.463137993518509,1.11500725361367,1.11500725362547,1.10065253763823,0.586726166680848,0.328774559464169,0.933169885250572,0.358679430833336,0.425099277017809,0.191903808408887,0.38904487459567,0.0724228756594236,0.0881610330265782,0.0429340351711107,0.118792173861952,0.251217726357671,0.210393997207976,0.0975642137487416,0.956141522358078,0.344240533771006,0.0767348672949135,0.0767348672928293
"990","NsiI.TP824820",1,56735765,0.00879049371007871,0.0681823721106325,0.089041007399789,0.157251180054223,0.000207167574206141,0.448380133124312,0.168631237248106,0.185004353155596,0.00551204957907776,0.0346779928521629,0.174300904625459,0.0514934329493444,0.0961370195681981,0.0311496435161606,0.133969829051465,0.217746993336497,0.217746993339802,0.155548043253709,0.0681731325742257,0.979962611303062,0.85470772240601,0.814627360807579,0.696223727287559,0.999523092788294,0.356139272222329,0.678217142528683,0.653124006018884,0.987388240101221,0.923255720339114,0.669420634920426,0.888191406731338,0.801425174483075,0.930787101753258,0.734564897472085,0.605693630549434,0.605693630544826
"3660","PstI.TP822327",1,56871868,0.220141437348025,0.0339384566156072,0.0338380509848147,0.247738895827549,1.91437702995715,0.476476674468792,0.453843024257894,0.479246983506835,0.813694458815074,0.320651745440206,1.12915937536994,0.330145505346219,0.00364595773880389,0.132343445193094,0.120236498092242,0.467970607195961,0.46797060720294,2.43684559402192,0.249086427150499,0.602363381523406,0.924829221165363,0.925043059471092,0.565276725276863,0.0121793180018316,0.333828434282709,0.351687535018608,0.331705762655558,0.153569701878701,0.477912351152907,0.0742746518213171,0.467578458283468,0.991640012741906,0.737320917445688,0.758164598769286,0.34043122911371,0.340431229108239
