"","SNP","Trait.name","X","Chromosome","Position","P.value","Method","Software","Ind.SNP","PS","PVE"
"201","PstI.TP316592","Lg",74,11,2507,0.00000000149986561821686,"rrBLUP","rrBLUP","124im+36088","PCA=3","39.5876474958873"
"202","PstI.TP320774","GS",177,10,115892,0.0000764118173104604,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.559124520339"
"203","PstI.TP334601","OWA19",260,11,2644,0.000000474067626739745,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.1382870008386"
"204","PstI.TP348199","GS",194,11,2742,0.000081752029255194,"rrBLUP","rrBLUP","124im+36088","PCA=3","36.5964543912186"
"205","PstI.TP350131","Lg",75,11,2755,0.00000971780419782785,"rrBLUP","rrBLUP","124im+36088","PCA=3","17.7990913264401"
"206","PstI.TP372007","GS",140,4,55074516,0.0000675370489557783,"rrBLUP","rrBLUP","124im+36088","PCA=3","6.38581264824151"
"207","PstI.TP373577","OWA19",261,11,2924,0.00000596819571133801,"rrBLUP","rrBLUP","124im+36088","PCA=3","12.2023532070931"
"208","PstI.TP375640","GS",112,1,77251518,0.000018488819274797,"rrBLUP","rrBLUP","124im+36088","PCA=3","10.5141353738417"
"209","PstI.TP378319","Lg",76,11,2960,0.00000147009080866772,"rrBLUP","rrBLUP","124im+36088","PCA=3","30.9673044568513"
"210","PstI.TP397295","GS",195,11,3096,0.0000109090546432161,"rrBLUP","rrBLUP","124im+36088","PCA=3","43.4255660665006"
"211","PstI.TP397322","GS",196,11,3097,0.00000698524815132276,"rrBLUP","rrBLUP","124im+36088","PCA=3","5.6283489357088"
"212","PstI.TP401135","GS",141,4,55470390,0.00000000100021546357223,"rrBLUP","rrBLUP","124im+36088","PCA=3","45.1227026873114"
"213","PstI.TP404112","GS",143,4,61296221,0.000071640542113432,"rrBLUP","rrBLUP","124im+36088","PCA=3","22.4517556441887"
"214","PstI.TP42146","GS",184,11,353,0.000149611862996886,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.995545483727943"
"215","PstI.TP421743","Lg",77,11,3266,0.0000148819928048326,"rrBLUP","rrBLUP","124im+36088","PCA=3","20.3469477584498"
"216","PstI.TP434010","GS",197,11,3326,0.00000224227035305267,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.516310891658223"
"217","PstI.TP459121","OWA19",257,1,78162835,0.00000327071704757347,"rrBLUP","rrBLUP","124im+36088","PCA=3","19.1895670866143"
"218","PstI.TP460090","GS",198,11,3514,0.000270236111074802,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.114168895303176"
"219","PstI.TP460957","GS",116,2,63153566,0.000119245153384177,"rrBLUP","rrBLUP","124im+36088","PCA=3","24.3720658130966"
"220","PstI.TP468958","GS",199,11,3564,0.000199114636987748,"rrBLUP","rrBLUP","124im+36088","PCA=3","45.7224564802986"
"221","PstI.TP482377","GS",118,2,71803501,0.00000163156512701638,"rrBLUP","rrBLUP","124im+36088","PCA=3","49.3946335654278"
"222","PstI.TP511920","GS",117,2,64154632,0.000131219372992347,"rrBLUP","rrBLUP","124im+36088","PCA=3","43.7870351580665"
"223","PstI.TP530075","GS",144,4,62172111,0.000045548560133165,"rrBLUP","rrBLUP","124im+36088","PCA=3","35.6405702873038"
"224","PstI.TP574989","GS",200,11,4138,0.000169404020889057,"rrBLUP","rrBLUP","124im+36088","PCA=3","2.1674339828737"
"225","PstI.TP602083","Lg",78,11,4266,0.0000390317373736972,"rrBLUP","rrBLUP","124im+36088","PCA=3","4.22191047973998"
"226","PstI.TP609957","GS",168,8,58571401,0.00000000225099746396801,"rrBLUP","rrBLUP","124im+36088","PCA=3","64.363031722154"
"227","PstI.TP610743","GS",201,11,4310,0.00021093400237142,"rrBLUP","rrBLUP","124im+36088","PCA=3","22.8651005664882"
"228","PstI.TP624488","GS",202,11,4383,0.00000947472355911158,"rrBLUP","rrBLUP","124im+36088","PCA=3","35.7733014317087"
"229","PstI.TP633862","GS",203,11,4458,0.0000500110224294761,"rrBLUP","rrBLUP","124im+36088","PCA=3","14.078561481391"
"230","PstI.TP641175","GS",128,3,61017020,0.000155571637019237,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.47530988224012"
"231","PstI.TP65243","GS",158,6,53953020,0.0000108520388007839,"rrBLUP","rrBLUP","124im+36088","PCA=3","46.0038197824877"
"232","PstI.TP65678","GS",150,5,61773243,0.000100636650435946,"rrBLUP","rrBLUP","124im+36088","PCA=3","17.6027649876821"
"233","PstI.TP687765","GS",204,11,4753,0.00000045935107459939,"rrBLUP","rrBLUP","124im+36088","PCA=3","4.46969321690135"
"234","PstI.TP694159","GS",129,3,61030989,0.00000979328933997194,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.59076549769842"
"235","PstI.TP698154","GS",205,11,4823,0.0001243221619184,"rrBLUP","rrBLUP","124im+36088","PCA=3","39.7237429110461"
"236","PstI.TP717722","Lg",70,8,162336,0.0000180415129009873,"rrBLUP","rrBLUP","124im+36088","PCA=3","13.0309533387345"
"237","PstI.TP721511","GS",108,1,69810929,0.000256886051926737,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.41004684066019"
"238","PstI.TP723544","CmDW_g",51,9,1942972,0.0000000921680280610256,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.8551307474542"
"239","PstI.TP723544","CmDW_V",255,9,1942972,0.000000241267025976326,"rrBLUP","rrBLUP","124im+36088","PCA=3","4.18969029367296"
"240","PstI.TP723544","CmN",52,9,1942972,0.00000016390927778893,"rrBLUP","rrBLUP","124im+36088","PCA=3","11.620276285624"
"241","PstI.TP723544","SDW_kg",54,9,1942972,0.000000167984636341307,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.10731405040193"
"242","PstI.TP723544","Yld",254,9,1942972,0.000000149781048233861,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.09749061956882"
"243","PstI.TP723544","Yld_1",256,9,1942972,0.000000149781048238147,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.09749061953411"
"244","PstI.TP723544","Yld_kg",53,9,1942972,0.000000121665376483409,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.3980138443874"
"245","PstI.TP731711","Lg",55,1,2484952,0.00000991599902632914,"rrBLUP","rrBLUP","124im+36088","PCA=3","21.5901292584931"
"246","PstI.TP741889","GS",206,11,5126,0.00000000187992782455406,"rrBLUP","rrBLUP","124im+36088","PCA=3","51.3851025500597"
"247","PstI.TP758835","GS",207,11,5240,0.00000167347748951599,"rrBLUP","rrBLUP","124im+36088","PCA=3","20.3131609394588"
"248","PstI.TP76584","GS",145,4,63703400,0.0000158720378102137,"rrBLUP","rrBLUP","124im+36088","PCA=3","37.7320631162133"
"249","PstI.TP775944","Lg",68,6,58413507,0.000021863130563811,"rrBLUP","rrBLUP","124im+36088","PCA=3","24.2105228316739"
"250","PstI.TP813497","GS",113,1,79540010,0.0000608631863052093,"rrBLUP","rrBLUP","124im+36088","PCA=3","28.6787466230086"
"251","PstI.TP814438","Lg",66,6,50194797,0.0000172504182056629,"rrBLUP","rrBLUP","124im+36088","PCA=3","14.2316599681772"
"252","PstI.TP829191","GS",208,11,5737,0.0000403171668765423,"rrBLUP","rrBLUP","124im+36088","PCA=3","50.6056458289862"
"253","PstI.TP842954","GS",123,3,11857444,0.0000129710876085643,"rrBLUP","rrBLUP","124im+36088","PCA=3","13.9089224909284"
"254","PstI.TP84880","GS",103,1,63680478,0.000000431519486260836,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.3055405057544"
"255","PstI.TP867312","GS",153,6,41300079,0.00000029625402129831,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.1099516622089"
"256","PstI.TP874708","GS",209,11,6103,0.00000139336487805838,"rrBLUP","rrBLUP","124im+36088","PCA=3","41.4789872014732"
"257","PstI.TP886903","GS",148,5,7699285,0.000294320045646454,"rrBLUP","rrBLUP","124im+36088","PCA=3","42.5437118763354"
"258","PstI.TP901989","GS",139,4,54463784,0.000082285703274004,"rrBLUP","rrBLUP","124im+36088","PCA=3","2.91643194682814"
"259","PstI.TP9257","GS",183,11,65,0.0000000300791471271747,"rrBLUP","rrBLUP","124im+36088","PCA=3","55.8333957841065"
"260","PstI.TP928877","GS",210,11,6497,0.000000000000016937533371221,"rrBLUP","rrBLUP","124im+36088","PCA=3","71.1450000965792"
"261","PstI.TP930933","Lg",65,4,68012745,0.0000250804754628519,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.652366408273617"
"262","PstI.TP944743","GS",95,1,8504253,0.000000000254570486301167,"rrBLUP","rrBLUP","124im+36088","PCA=3","9.52255549046166"
"263","PstI.TP949153","Lg",79,11,6629,0.0000000572884864379652,"rrBLUP","rrBLUP","124im+36088","PCA=3","27.8172522461906"
"264","PstI.TP950567","GS",132,3,64725335,0.000190815111737685,"rrBLUP","rrBLUP","124im+36088","PCA=3","44.4224794244963"
"265","PstI.TP974726","GS",97,1,9504539,0.0000416566036885508,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.6640926177041"
"266","PstI.TP98014","Lg",72,11,806,0.000000344810997559999,"rrBLUP","rrBLUP","124im+36088","PCA=3","13.0056493372842"
"267","PstI.TP981287","GS",124,3,51905432,0.000211033797160077,"rrBLUP","rrBLUP","124im+36088","PCA=3","37.8454145322243"
