"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","PVE"
"142","PstI.TP1029976","FW_1",111,10,44209597,0.0000220276438511393,0.397127973654572,0.00204032382373957,0.0481561007325657,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0769338544052935
"143","PstI.TP1044360","GS",145,6,46082788,0.000000000245570859269469,0.0667491714224986,-0.273446721362779,0.00000128846118441505,"124+36088im","PS_N","FarmCPU","FarmCPU",0.321952995802485
"144","PstI.TP1051083","Cml_cm",58,1,13150553,0.00000548026735635556,0.246211227668286,-7.82290486658949,0.0205384762609474,"124+36088im","PS_N","FarmCPU","FarmCPU",1.44521054351332
"145","PstI.TP1059831","FD",69,9,42337221,0.0000000354584061985007,0.302758162627354,-0.558731089845536,0.000310071942737156,"124+36088im","PS_N","FarmCPU","FarmCPU",6.17842628956234
"146","PstI.TP1071296","FD_1",81,11,7466,0.00000000136357593540179,0.290068725428328,-0.0396874472301622,0.00000894301277233264,"124+36088im","PS_N","FarmCPU","FarmCPU",15.1630776886445
"147","PstI.TP1071296","GHW_1",135,11,7466,0.0000000014353460822834,0.290068725428328,-0.00627804347673046,0.00000941371728065568,"124+36088im","PS_N","FarmCPU","FarmCPU",14.6563345008957
"148","PstI.TP1071296","HD_1",157,11,7466,0.00000528401264797402,0.290068725428328,-0.0261444155062191,0.0277241575613901,"124+36088im","PS_N","FarmCPU","FarmCPU",14.6592331293204
"149","PstI.TP1082141","CCirc_cm",17,2,57174602,0.0000000272552616504814,0.0961625312398983,-0.404892777796996,0.000147031715769441,"124+36088im","PS_N","FarmCPU","FarmCPU",4.37488468532884
"150","PstI.TP1089091","CmDW_g",32,11,7602,0.000011644100418105,0.137874200102614,0.300290635256852,0.0381839162960708,"124+36088im","PS_N","FarmCPU","FarmCPU",5.75071206091215
"151","PstI.TP1116298","Lg",186,6,57959042,0.000000798145371827788,0.0568955648716281,-0.0715479839593245,0.00472570702147621,"124+36088im","PS_N","FarmCPU","FarmCPU",0.359977222585689
"152","PstI.TP1123892","Cml_cm",65,11,7887,0.00000811701885377979,0.211963151461554,-10.9805405147203,0.0266177340762574,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0452229831961416
"153","PstI.TP112712","HM_50",171,8,62314513,0.000000314107371874413,0.345997859137384,0.0095125795321165,0.00206007319843834,"124+36088im","PS_N","FarmCPU","FarmCPU",1.98905349638419
"154","PstI.TP1127198","CCirc_cm",23,11,7909,0.000000457599660886116,0.0554091662281228,0.507048365729058,0.00200077825061439,"124+36088im","PS_N","FarmCPU","FarmCPU",10.1048624491758
"155","PstI.TP1133587","GS",149,10,42973263,0.000000000000000000000000000000000000000000000000000836730151542559,0.0505301396941085,1.40010918078351,0.0000000000000000000000000000000000000000000000219507787955675,"124+36088im","PS_N","FarmCPU","FarmCPU",2.38457485979176
"156","PstI.TP114049","FW_1",110,3,56021694,0.00000313524728721781,0.053229120715541,-0.007579514881383,0.0137083462221453,"124+36088im","PS_N","FarmCPU","FarmCPU",1.53824558553504
"157","PstI.TP114049","GHW_1",131,3,56021694,0.000000033583741407318,0.053229120715541,-0.0161287180335402,0.000110129484009948,"124+36088im","PS_N","FarmCPU","FarmCPU",1.32604279528762
"158","PstI.TP1143547","ADD",3,10,1288364,0.000000434166888000984,0.1991541954771,-0.0000817390278729018,0.00569496706990891,"124+36088im","PS_N","FarmCPU","FarmCPU",1.36692605707165
"159","PstI.TP1204396","FW_1",101,1,13845263,0.00000116068031273267,0.0738822361355176,0.00429230461015799,0.00608985746484577,"124+36088im","PS_N","FarmCPU","FarmCPU",3.04447217314339
"160","PstI.TP1221905","FNMain",100,11,8607,0.0000000145709629529392,0.0775534596299514,-1.07422011675839,0.000127418214035802,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0285051686798883
"161","PstI.TP1226590","FNMain",93,1,75797707,0.000000263129611384557,0.166666666666667,-0.851182468939381,0.00172573555626562,"124+36088im","PS_N","FarmCPU","FarmCPU",0.451257781421823
"162","PstI.TP142256","CmD_LI_mm",46,11,1187,0.00000000220406451121438,0.262304501505816,0.194649542059001,0.0000578214283871981,"124+36088im","PS_N","FarmCPU","FarmCPU",0.230857869741323
"163","PstI.TP154137","CmD_LI_mm",44,9,46091568,0.00000593442643265598,0.0949462004770476,0.216881028928324,0.0222405347191853,"124+36088im","PS_N","FarmCPU","FarmCPU",1.90526151223308
"164","PstI.TP160694","CmDW_g",31,9,55685356,0.00000117179783299923,0.0588442391595474,0.463771683883472,0.00614818887018036,"124+36088im","PS_N","FarmCPU","FarmCPU",1.72187501175933
"165","PstI.TP161086","Bcirc_cm",11,8,61954442,0.0000037952311340666,0.197718630117471,-1.05677841703328,0.014223441938729,"124+36088im","PS_N","FarmCPU","FarmCPU",0.831022464756447
"166","PstI.TP197570","CmD_BI_mm",36,5,51810245,0.000000013128183457399,0.0563265182015745,0.221200487319181,0.000344404764821405,"124+36088im","PS_N","FarmCPU","FarmCPU",7.03888947866417
"167","PstI.TP202435","Bcirc_cm",8,3,7414396,0.000000683864024102645,0.0666208494971506,-2.07197409163563,0.00598016293610293,"124+36088im","PS_N","FarmCPU","FarmCPU",18.0002600659944
"168","PstI.TP207203","FNMain",99,11,1694,0.00000215513655681887,0.189116162922668,0.554737984917617,0.00942297540526437,"124+36088im","PS_N","FarmCPU","FarmCPU",0.181644525197949
"169","PstI.TP223655","FD_1",79,8,61982392,0.000000338397247966379,0.0773900468369081,-0.0582256036178113,0.00126821620045,"124+36088im","PS_N","FarmCPU","FarmCPU",2.51998513673345
"170","PstI.TP223655","GHW_1",134,8,61982392,0.0000000199305926877997,0.0773900468369081,-0.0101217200892224,0.0000871431947619562,"124+36088im","PS_N","FarmCPU","FarmCPU",2.97700057908801
"171","PstI.TP223655","HM_1",167,8,61982392,0.00000510283244255366,0.0773900468369081,-0.0378545983596914,0.0334669265744882,"124+36088im","PS_N","FarmCPU","FarmCPU",2.48525197201635
"172","PstI.TP251038","CmN",54,7,4460512,0.00000048463103650742,0.349049503573747,0.20200188317341,0.00181625865881938,"124+36088im","PS_N","FarmCPU","FarmCPU",3.3345870806803
"173","PstI.TP25647","CCirc_cm",22,11,198,0.0000000280231218589313,0.0685025398255644,-0.608775093591314,0.000147031715769441,"124+36088im","PS_N","FarmCPU","FarmCPU",0.122878048431694
"174","PstI.TP262331","CmD_LI_mm",41,2,4692065,0.000000770387935523408,0.0884680491308162,-0.222596205604442,0.00433611667253963,"124+36088im","PS_N","FarmCPU","FarmCPU",4.23033722278418
"175","PstI.TP288023","SDW_kg",198,11,2288,0.00000000000150269132111472,0.131033472232525,-0.776179971026376,0.0000000394216041181236,"124+36088im","PS_N","FarmCPU","FarmCPU",1.38507555122886
"176","PstI.TP29028","FD_1",77,6,45093133,0.0000131986112198127,0.20320964146933,-0.0296368334231874,0.0384724851933963,"124+36088im","PS_N","FarmCPU","FarmCPU",3.52030094357083
"177","PstI.TP29028","FW_50",114,6,45093133,0.00000751910394520087,0.20320964146933,-0.0139665476301684,0.0493140432245999,"124+36088im","PS_N","FarmCPU","FarmCPU",3.45613088042136
"178","PstI.TP29028","GHW_1",132,6,45093133,0.00000645721155531038,0.20320964146933,-0.00518328580224893,0.0188220542157792,"124+36088im","PS_N","FarmCPU","FarmCPU",3.65694617689911
"179","PstI.TP319062","FM_1",85,11,2525,0.00000000000013242023060995,0.135577207342298,-0.0340510138823564,0.00000000347391232982143,"124+36088im","PS_N","FarmCPU","FarmCPU",1
"180","PstI.TP319062","fprinM",221,11,2525,0.000000000218792343108518,0.135577207342298,-0.0705233135794513,0.00000573979832910886,"124+36088im","PS_N","FarmCPU","FarmCPU",2.54353730021083
"181","PstI.TP319062","HM_1",168,11,2525,0.000000000000000293280319524602,0.135577207342298,-0.0720044213976395,0.00000000000769391590240841,"124+36088im","PS_N","FarmCPU","FarmCPU",2.38029010054319
"182","PstI.TP319062","HM_50",172,11,2525,0.0000000000644736496211828,0.135577207342298,-0.0175649199879166,0.000000845700862081055,"124+36088im","PS_N","FarmCPU","FarmCPU",1.86917197734099
"183","PstI.TP325669","GS",144,4,67124681,0.000000131413613566584,0.469478634169223,0.0918912931659653,0.000383056082033974,"124+36088im","PS_N","FarmCPU","FarmCPU",9.67161529874137
"184","PstI.TP355049","Cml_cm",64,9,55239543,0.00000173639122001382,0.364330284553005,8.85601058713912,0.00759208121097376,"124+36088im","PS_N","FarmCPU","FarmCPU",0.993856968244661
"185","PstI.TP360715","SDW_kg",197,10,58959795,0.000000451285840903064,0.11225482184357,0.486348829776033,0.00295975818756275,"124+36088im","PS_N","FarmCPU","FarmCPU",0.665097374465576
"186","PstI.TP374675","GS",142,1,69016680,0.0000000000105483588071563,0.0866485293560049,-0.390853121712114,0.0000000691814112367346,"124+36088im","PS_N","FarmCPU","FarmCPU",1.79686465439556
"187","PstI.TP376790","CmD_BI_mm",33,1,28681754,0.00000506427006728152,0.263626005589483,-0.119488540766136,0.0221426768241772,"124+36088im","PS_N","FarmCPU","FarmCPU",6.38283013069721
"188","PstI.TP376790","CmD_LI_mm",40,1,28681754,0.000000280462355093895,0.263626005589483,-0.160733640722361,0.00347671382991074,"124+36088im","PS_N","FarmCPU","FarmCPU",3.57560562720471
"189","PstI.TP378617","Lg",181,2,76813654,0.000000000669281971122458,0.0702777969815438,0.0923623803872072,0.00000877897161521328,"124+36088im","PS_N","FarmCPU","FarmCPU",4.70571964490411
"190","PstI.TP427104","GFW_50",123,2,49743751,0.00000148878941510189,0.102654670834665,-0.0106980025311854,0.0078113803031566,"124+36088im","PS_N","FarmCPU","FarmCPU",0.536917183403808
"191","PstI.TP477722","FD_1",74,1,65237049,0.0000000000000747736588271358,0.233637030991003,-0.0611770317402859,0.00000000098080608283554,"124+36088im","PS_N","FarmCPU","FarmCPU",6.0174974972544
"192","PstI.TP477722","fprinM",219,1,65237049,0.000000000558568656306488,0.233637030991003,-0.0483489538480606,0.0000073267450647722,"124+36088im","PS_N","FarmCPU","FarmCPU",6.60236224746056
"193","PstI.TP477722","FW_1",103,1,65237049,0.00000854297820622677,0.233637030991003,-0.00302841645022869,0.0280145612827691,"124+36088im","PS_N","FarmCPU","FarmCPU",5.84841268122823
"194","PstI.TP477722","GHW_1",128,1,65237049,0.0000000000000640932447485634,0.233637030991003,-0.00927935482992264,0.000000000840711091366906,"124+36088im","PS_N","FarmCPU","FarmCPU",6.25309595524683
"195","PstI.TP477722","HD_1",154,1,65237049,0.0000000117596764687491,0.233637030991003,-0.0467678983465624,0.000154251676240582,"124+36088im","PS_N","FarmCPU","FarmCPU",6.02152505312828
"196","PstI.TP477722","HM_1",165,1,65237049,0.0000000000102059024531376,0.233637030991003,-0.0501038916434512,0.000000133870822477806,"124+36088im","PS_N","FarmCPU","FarmCPU",6.54171832950392
"197","PstI.TP480983","CmN",51,4,61064043,0.0000000724663660145934,0.131172400178327,0.195083727570414,0.00031684710767114,"124+36088im","PS_N","FarmCPU","FarmCPU",0.32951131839016
"198","PstI.TP482786","Yld",205,11,3658,0.0000011479610918411,0.145159574738526,0.744428699585625,0.00752890282083985,"124+36088im","PS_N","FarmCPU","FarmCPU",0.185358754037495
"199","PstI.TP482786","Yld_1",209,11,3658,0.0000011479610916335,0.145159574738526,0.626358691139566,0.00752890281947831,"124+36088im","PS_N","FarmCPU","FarmCPU",0.185358754046553
"200","PstI.TP491075","FD",66,1,10576908,0.00000528982299680055,0.0814595569215246,-0.44641533723874,0.0277546432996131,"124+36088im","PS_N","FarmCPU","FarmCPU",3.12891557842063
"201","PstI.TP509948","GS",143,2,6460419,0.00000000372934903855158,0.147918004253415,0.156806234091054,0.0000139765346681946,"124+36088im","PS_N","FarmCPU","FarmCPU",1.15161782727922
"202","PstI.TP541255","CmN",55,10,53477961,0.00000000703366876473271,0.0593531372228637,0.360149102855326,0.0000615070887913326,"124+36088im","PS_N","FarmCPU","FarmCPU",1.5105708435998
"203","PstI.TP5429","CmD_BI_mm",34,2,74605041,0.0000010015928775766,0.201096078876552,-0.117768098991541,0.00875859585011484,"124+36088im","PS_N","FarmCPU","FarmCPU",0.789254745847433
"204","PstI.TP613935","GS",148,10,2029148,0.00000000432949053146879,0.0506828441095168,-0.240131016710277,0.000014197481825319,"124+36088im","PS_N","FarmCPU","FarmCPU",6.03863374823205
"205","PstI.TP636384","Bcirc_cm",14,11,4471,0.000000000000000000971046466775835,0.115612799127894,-2.68523143212298,0.0000000000000254744330093973,"124+36088im","PS_N","FarmCPU","FarmCPU",1.60771826251725
"206","PstI.TP666628","FM_50",90,10,312922,0.000000302354251943503,0.372549019607843,-0.00918759449945423,0.00220608017725567,"124+36088im","PS_N","FarmCPU","FarmCPU",0.393695288751122
"207","PstI.TP68682","TFN",199,1,65572744,0.00000101446164965812,0.0575361509741629,1.05266213695889,0.0133066934585656,"124+36088im","PS_N","FarmCPU","FarmCPU",2.32952914091272
"208","PstI.TP697156","Bcirc_cm",10,4,9915378,0.00000540873525585806,0.0658816499655325,1.05457428812011,0.0177365950877725,"124+36088im","PS_N","FarmCPU","FarmCPU",1.37266581195525
"209","PstI.TP701332","CmDW_g",27,3,60121147,0.000011239179879101,0.0661786313002327,0.387823735485488,0.0381839162960708,"124+36088im","PS_N","FarmCPU","FarmCPU",1.84043048189964
"210","PstI.TP701332","SDW_kg",191,3,60121147,0.0000111483927886251,0.0661786313002327,0.408415396131299,0.0417809909166844,"124+36088im","PS_N","FarmCPU","FarmCPU",4.09055760467888
"211","PstI.TP749093","CmN",48,2,74477521,0.00000287289151272354,0.412106485445215,-0.0943381468122106,0.00753674359447894,"124+36088im","PS_N","FarmCPU","FarmCPU",0.370745688600243
"212","PstI.TP753385","Yld",203,8,58262070,0.0000000132258867948407,0.179540124183393,-0.920039958134949,0.000173483957087925,"124+36088im","PS_N","FarmCPU","FarmCPU",13.5041031697077
"213","PstI.TP753385","Yld_1",207,8,58262070,0.0000000132258867920055,0.179540124183393,-0.774117150902395,0.000173483957050736,"124+36088im","PS_N","FarmCPU","FarmCPU",13.5041031698063
"214","PstI.TP753385","Yld_kg",214,8,58262070,0.00000000512623317637757,0.179540124183393,-0.73820394029046,0.000134481601149089,"124+36088im","PS_N","FarmCPU","FarmCPU",14.1607268495953
"215","PstI.TP770722","Bcirc_cm",7,1,66347924,0.0000149651249154233,0.147659715932016,-0.846352933811007,0.0436216763368016,"124+36088im","PS_N","FarmCPU","FarmCPU",1.61056900060586
"216","PstI.TP773343","FNMain",96,6,31243845,0.00000358933942843753,0.0851305529477887,0.97219766221707,0.0134518186522329,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0934267639275052
"217","PstI.TP776099","GFW_50",121,1,18880730,0.00000369597863674437,0.170149237807185,-0.00952709037878877,0.0161600505927253,"124+36088im","PS_N","FarmCPU","FarmCPU",0.188625416427237
"218","PstI.TP786079","Lg",180,1,75991098,0.0000146833972052497,0.0552731323353483,-0.0738398688634755,0.0428004713647245,"124+36088im","PS_N","FarmCPU","FarmCPU",4.39104424539428
"219","PstI.TP795667","Cml_cm",62,8,528900,0.00000115021886333573,0.0686274509803922,15.0946660833022,0.00603496833214991,"124+36088im","PS_N","FarmCPU","FarmCPU",14.5728941530894
"220","PstI.TP867369","CmD_BI_mm",35,3,14568699,0.00000148101084389276,0.0664518441203483,-0.166666149246115,0.00971320961967067,"124+36088im","PS_N","FarmCPU","FarmCPU",0.887380939888012
"221","PstI.TP898259","CCirc_cm",16,1,79442910,0.00000000098067488141305,0.397028199437252,-0.272060702109234,0.00000857567494632998,"124+36088im","PS_N","FarmCPU","FarmCPU",0.11644648913316
"222","PstI.TP901954","Cml_cm",63,9,3265857,0.0000160493019459592,0.2998048525272,6.60147254285501,0.0467819319166993,"124+36088im","PS_N","FarmCPU","FarmCPU",3.65226726055904
"223","PstI.TP91211","FM_50",86,1,10530796,0.00000135983883306744,0.156468559366171,0.00704659622319317,0.00713480238933824,"124+36088im","PS_N","FarmCPU","FarmCPU",5.39789383026282
"224","PstI.TP957550","FD",68,2,63408981,0.00000685169410445035,0.100349872040405,-0.458117735729294,0.0299578905226917,"124+36088im","PS_N","FarmCPU","FarmCPU",0.00772377653893005
"225","PstI.TP976305","Bcirc_cm",12,9,57621267,0.00000000000000305978222534939,0.119135910809302,2.3248347258867,0.0000000000401351634499079,"124+36088im","PS_N","FarmCPU","FarmCPU",5.55766037702559
"226","PstI.TP977809","SDW_kg",194,5,51809124,0.0000134318000799829,0.303446471623097,0.200321722801913,0.0440462304122839,"124+36088im","PS_N","FarmCPU","FarmCPU",9.34849262762595
"227","PstI.TP985315","FW_1",107,2,59277191,0.000000626978525089552,0.0525448357306081,-0.00656350220271688,0.00482433789534404,"124+36088im","PS_N","FarmCPU","FarmCPU",4.79670656634284
