"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Trait.name"
"1912","NsiI.TP579782",3,63115213,0.000150776676327276,0.367732409427233,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1913","NsiI.TP769469",11,18608,0.000152219508135705,0.122527701654553,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1914","PstI.TP1022814",3,70684115,0.000153330302305412,0.42156862745098,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1915","NsiI.TP755634",3,63871706,0.000158625135925606,0.225859794946894,106,NA,NA,0.0429376286568461,NA,0.0429376286568462,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1916","NsiI.TP553662",11,15975,0.000158761530064576,0.175590764043997,106,NA,NA,0.0429376286568461,NA,0.0429376286568462,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1917","NsiI.TP123778",1,60586278,0.000163895911616651,0.469758302310189,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1918","PstI.TP166135",8,57118094,0.000165447916947484,0.235294117647059,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1919","NsiI.TP196097",11,11301,0.000166739227560818,0.289711769543893,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1920","PstI.TP1231136",3,52841481,0.000167860616009177,0.240853969876429,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1921","NsiI.TP443169",3,67453878,0.000170537093220099,0.16195483612757,106,NA,NA,0.0437092616146234,NA,0.0437092616146236,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1922","NsiI.TP135373",11,10639,0.00017161141824755,0.347866112111672,106,NA,NA,0.0437092616146234,NA,0.0437092616146236,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1923","PstI.TP175806",11,1446,0.000180531214178406,0.380806360497827,106,NA,NA,0.0455389987765029,NA,0.0455389987765029,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1924","PstI.TP270543",6,54368545,0.000186064453815029,0.127450980392157,106,NA,NA,0.0460559258065471,NA,0.0460559258065472,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1925","PstI.TP1236277",3,57259501,0.000186091641972021,0.340450954411435,106,NA,NA,0.0460559258065471,NA,0.0460559258065472,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1926","NsiI.TP278971",11,12213,0.000202297497089317,0.186274509803922,106,NA,NA,0.0495988087723471,NA,0.0495988087723471,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GHW_50"
"1927","PstI.TP1031387",11,7167,0.000000000000000573831703886816,0.310157722175909,114,NA,NA,0.0000000000150539009197667,NA,0.0000000000150539009197667,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1928","NsiI.TP693777",1,69767711,0.00000000000000264635662019392,0.385549132476996,114,NA,NA,0.0000000000347122597870837,NA,0.0000000000347122597870836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1929","PstI.TP29333",4,61203009,0.00000000000129916976779104,0.0577331527978727,114,NA,NA,0.0000000113608065627434,NA,0.0000000113608065627434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1930","NsiI.TP196449",11,11310,0.0000000000436696464329525,0.184923051558821,114,NA,NA,0.000000264457318280434,NA,0.000000264457318280434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1931","NsiI.TP557979",3,7233715,0.000000000052219966500303,0.0731213928922465,114,NA,NA,0.000000264457318280434,NA,0.000000264457318280434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1932","NsiI.TP656596",11,17207,0.0000000000604842536282155,0.484382475695238,114,NA,NA,0.000000264457318280434,NA,0.000000264457318280434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1933","NsiI.TP277345",11,12201,0.0000000000981071345078469,0.0504653152226338,114,NA,NA,0.000000367677509525551,NA,0.000000367677509525551,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1934","NsiI.TP428565",3,70558346,0.000000000457031275896499,0.339005221550893,114,NA,NA,0.0000014987198114836,NA,0.00000149871981148359,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1935","NsiI.TP216149",4,68365730,0.000000000842915672390795,0.0504726055801817,114,NA,NA,0.00000245700552772223,NA,0.00000245700552772224,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1936","NsiI.TP267353",2,73896405,0.00000000102000290469783,0.0806558425935591,114,NA,NA,0.00000267587562018428,NA,0.00000267587562018429,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1937","PstI.TP343524",4,750739,0.00000000127441273127448,0.0509641909645668,114,NA,NA,0.0000030393585083868,NA,0.00000303935850838679,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1938","PstI.TP505800",11,3821,0.00000000163548008938335,0.0503743899984661,114,NA,NA,0.0000035754320554069,NA,0.0000035754320554069,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1939","PstI.TP735061",1,72976269,0.0000000024702087314122,0.220476785617027,114,NA,NA,0.00000498488121998982,NA,0.00000498488121998982,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1940","PstI.TP238297",10,42087384,0.00000000267065817058865,0.0975998940108841,114,NA,NA,0.00000500443188908733,NA,0.00000500443188908733,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1941","PstI.TP1078462",11,7529,0.0000000036307152177778,0.399790587996602,114,NA,NA,0.00000634987886821219,NA,0.00000634987886821219,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1942","NsiI.TP741538",8,59582552,0.00000000978388467923033,0.313592507879145,114,NA,NA,0.0000153104665453831,NA,0.0000153104665453831,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1943","PstI.TP995173",2,70172526,0.0000000099213970904747,0.0548180997932082,114,NA,NA,0.0000153104665453831,NA,0.0000153104665453831,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1944","PstI.TP471554",11,3580,0.000000011875465648412,0.182603752815682,114,NA,NA,0.0000173078314344689,NA,0.0000173078314344689,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1945","NsiI.TP504046",1,63405202,0.0000000194465759620556,0.206951728079477,114,NA,NA,0.0000268506038836087,NA,0.0000268506038836088,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1946","NsiI.TP450647",11,14466,0.0000000332997915378089,0.337809095955214,114,NA,NA,0.0000436793365601439,NA,0.0000436793365601439,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1947","GFSSContig5557_72",3,63136908,0.0000000474028833398378,0.279587432291963,114,NA,NA,0.0000592174876922527,NA,0.0000592174876922526,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1948","NsiI.TP748486",7,63746564,0.0000000500500493745566,0.0894768948826897,114,NA,NA,0.0000596824088769144,NA,0.0000596824088769145,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1949","PstI.TP731358",8,62664658,0.0000000534770643797414,0.170874062098413,114,NA,NA,0.0000609964046494842,NA,0.0000609964046494842,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1950","PstI.TP1238399",11,8719,0.000000189276678043629,0.45131508078734,114,NA,NA,0.00020689518215819,NA,0.00020689518215819,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1951","PstI.TP532665",11,3983,0.000000214068857882633,0.0761234157442199,114,NA,NA,0.000219108086467107,NA,0.000219108086467107,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1952","PstI.TP58821",11,495,0.000000217153703138857,0.0658014793745868,114,NA,NA,0.000219108086467107,NA,0.000219108086467107,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1953","PstI.TP319520",8,62331057,0.0000002814805766421,0.415002466599414,114,NA,NA,0.000273494868430698,NA,0.000273494868430698,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1954","GFSSContig20060_2192",3,14318717,0.000000415710633959559,0.103273357150621,114,NA,NA,0.000389491170403395,NA,0.000389491170403395,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1955","PstI.TP299614",11,2366,0.000000598699346061549,0.0763586636782184,114,NA,NA,0.000541595815330299,NA,0.000541595815330299,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1956","PstI.TP374911",10,17540639,0.000000685201235851713,0.0515514751012753,114,NA,NA,0.000599185640711128,NA,0.000599185640711128,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1957","NsiI.TP598222",1,17012247,0.000000897958578043463,0.100528236655172,114,NA,NA,0.00075305558464248,NA,0.00075305558464248,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1958","PstI.TP205923",11,1686,0.00000091857050806432,0.089846801762502,114,NA,NA,0.00075305558464248,NA,0.00075305558464248,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1959","PstI.TP290629",5,13602322,0.000000949998231295785,0.156370653812868,114,NA,NA,0.000755219806054958,NA,0.000755219806054958,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1960","NsiI.TP278972",11,12214,0.00000118327870981025,0.213736892216238,114,NA,NA,0.000913003931563595,NA,0.000913003931563591,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1961","NsiI.TP5949",11,9198,0.00000139220784390615,0.112406864586303,114,NA,NA,0.00102755467194566,NA,0.00102755467194567,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1962","NsiI.TP62363",11,9869,0.00000141007731150583,0.314021022157671,114,NA,NA,0.00102755467194566,NA,0.00102755467194567,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1963","PstI.TP1156689",9,14570213,0.00000149047575906958,0.150326797385621,114,NA,NA,0.00105678759630896,NA,0.00105678759630896,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1964","PstI.TP1171981",11,8238,0.00000153698527517845,0.108706139971472,114,NA,NA,0.00106108609760609,NA,0.00106108609760609,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1965","NsiI.TP379426",11,13322,0.00000171171570075858,0.464835451822249,114,NA,NA,0.00112391672782944,NA,0.00112391672782944,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1966","NsiI.TP667985",11,17319,0.00000171367954231828,0.0577108631959937,114,NA,NA,0.00112391672782944,NA,0.00112391672782944,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1967","NsiI.TP203050",11,11384,0.00000176975739345317,0.110777687673562,114,NA,NA,0.00113238574292318,NA,0.00113238574292318,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1968","PstI.TP997632",9,10600783,0.00000235286004369427,0.0524797866720168,114,NA,NA,0.00144187824726179,NA,0.00144187824726179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1969","NsiI.TP501226",1,74548397,0.00000242664420275328,0.176406551876436,114,NA,NA,0.00144187824726179,NA,0.00144187824726179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1970","NsiI.TP348",9,52120613,0.00000245355999217791,0.0996105276483539,114,NA,NA,0.00144187824726179,NA,0.00144187824726179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1971","PstI.TP1261100",10,59613969,0.00000247329881553635,0.157871502083392,114,NA,NA,0.00144187824726179,NA,0.00144187824726179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1972","PstI.TP219303",4,1052705,0.00000257801053985923,0.0691520376153253,114,NA,NA,0.0014702506196232,NA,0.0014702506196232,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1973","NsiI.TP507399",11,15357,0.000002717219077644,0.0801836511424677,114,NA,NA,0.00149901979985438,NA,0.00149901979985438,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1974","NsiI.TP601922",11,16587,0.00000274273654010102,0.107250614144929,114,NA,NA,0.00149901979985438,NA,0.00149901979985438,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1975","NsiI.TP465897",11,14689,0.00000325928794722711,0.236370331038314,114,NA,NA,0.00171945437760235,NA,0.00171945437760235,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1976","PstI.TP595475",2,23185705,0.00000332317816159747,0.088472324892546,114,NA,NA,0.00171945437760235,NA,0.00171945437760235,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1977","NsiI.TP458359",1,61221391,0.00000335367130489341,0.139444169557492,114,NA,NA,0.00171945437760235,NA,0.00171945437760235,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1978","PstI.TP541575",2,74276308,0.00000340823464341397,0.0877983822062058,114,NA,NA,0.00171945437760235,NA,0.00171945437760235,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1979","PstI.TP746042",11,5154,0.00000352478788901423,0.0655283169164255,114,NA,NA,0.00174470349963018,NA,0.00174470349963018,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1980","GFSSContig15563_263",9,58912474,0.00000384941160395356,0.130205497849184,114,NA,NA,0.0018701011855207,NA,0.0018701011855207,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1981","PstI.TP269598",11,2189,0.00000436217289384368,0.0922661414680972,114,NA,NA,0.002080677158129,NA,0.002080677158129,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1982","NsiI.TP385607",1,76681155,0.00000449665134892379,0.0522875816993464,114,NA,NA,0.00210652056227976,NA,0.00210652056227976,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1983","PstI.TP1020545",11,7078,0.00000485824058572206,0.163083869541519,114,NA,NA,0.00223598392150583,NA,0.00223598392150583,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1984","NsiI.TP788653",10,43096241,0.00000501712040077876,0.415586481072725,114,NA,NA,0.00226929545851776,NA,0.00226929545851776,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1985","PstI.TP1116487",11,7830,0.0000058311389896317,0.139231420425097,114,NA,NA,0.00259278136023725,NA,0.00259278136023725,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1986","PstI.TP1044360",6,46082788,0.0000063054482612787,0.0667491714224986,114,NA,NA,0.00275163093960539,NA,0.00275163093960539,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1987","NsiI.TP204910",2,65965770,0.0000063981660179892,0.4525343439643,114,NA,NA,0.00275163093960539,NA,0.00275163093960539,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1988","PstI.TP10552",11,79,0.00000704220885991045,0.11356484179268,114,NA,NA,0.00297976301985308,NA,0.00297976301985308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1989","PstI.TP123646",11,1023,0.00000790429130324037,0.0675576394869919,114,NA,NA,0.00329144727062235,NA,0.00329144727062235,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1990","NsiI.TP475060",6,51218869,0.00000813913743202256,0.195447456392661,114,NA,NA,0.003336283302995,NA,0.003336283302995,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1991","PstI.TP302747",8,61307098,0.00000832207075625954,0.0524164398433909,114,NA,NA,0.00335878775722635,NA,0.00335878775722635,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1992","NsiI.TP673767",11,17422,0.00000862270741612383,0.0503452063680215,114,NA,NA,0.00342739555082716,NA,0.00342739555082716,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1993","PstI.TP985033",2,4786608,0.00000879648021930967,0.14798567099601,114,NA,NA,0.00344428152348313,NA,0.00344428152348313,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1994","NsiI.TP201870",3,64132657,0.00000905513393073444,0.210542011110227,114,NA,NA,0.00349341740498364,NA,0.00349341740498364,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1995","PstI.TP523812",5,18073563,0.00000983504342067541,0.0800726187350503,114,NA,NA,0.00373931201591303,NA,0.00373931201591303,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1996","NsiI.TP82066",11,10042,0.0000100951845980932,0.0725529670293165,114,NA,NA,0.00375059094144867,NA,0.00375059094144868,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1997","PstI.TP1227857",11,8652,0.0000102597700394358,0.107533822715906,114,NA,NA,0.00375059094144867,NA,0.00375059094144868,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1998","NsiI.TP26932",11,9419,0.0000102936093536748,0.0599547331094495,114,NA,NA,0.00375059094144867,NA,0.00375059094144868,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"1999","PstI.TP728736",7,37735277,0.0000108014769975725,0.0609460168735367,114,NA,NA,0.00385032794426263,NA,0.00385032794426261,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2000","NsiI.TP460201",11,14619,0.0000108608777874298,0.0937663147311192,114,NA,NA,0.00385032794426263,NA,0.00385032794426261,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2001","NsiI.TP206517",4,6364737,0.0000113128066112477,0.262116067089336,114,NA,NA,0.00395706891519297,NA,0.00395706891519296,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2002","NsiI.TP206149",2,64247128,0.0000116128791781516,0.0572530475115934,114,NA,NA,0.00400858253104775,NA,0.00400858253104775,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2003","PstI.TP728082",11,5022,0.0000118763073581725,0.0799876535588417,114,NA,NA,0.00404627334070516,NA,0.00404627334070516,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2004","PstI.TP822050",1,68132274,0.0000120994777313404,0.132929108887464,114,NA,NA,0.00406945767697416,NA,0.00406945767697415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2005","NsiI.TP811356",11,19069,0.0000128796824227805,0.223343297537356,114,NA,NA,0.00427686243027808,NA,0.00427686243027807,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2006","NsiI.TP450839",7,62633956,0.0000130421969361228,0.18287882448918,114,NA,NA,0.00427686243027808,NA,0.00427686243027807,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2007","PstI.TP1037372",2,59238183,0.0000140326301438765,0.428580824746765,114,NA,NA,0.00454483974314143,NA,0.00454483974314143,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2008","NsiI.TP436579",5,61778828,0.0000145407220371992,0.370660742100603,114,NA,NA,0.00465196709663272,NA,0.00465196709663273,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2009","PstI.TP730365",11,5031,0.0000154946044439605,0.0971631467376121,114,NA,NA,0.00486856622530456,NA,0.00486856622530456,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2010","NsiI.TP669599",11,17358,0.0000156760276700405,0.0595285002877191,114,NA,NA,0.00486856622530456,NA,0.00486856622530456,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2011","PstI.TP1157962",10,55436512,0.0000157744960414305,0.1482701438771,114,NA,NA,0.00486856622530456,NA,0.00486856622530456,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2012","NsiI.TP118239",9,18428819,0.0000164763610544995,0.0663855081858926,114,NA,NA,0.00502028850274759,NA,0.00502028850274757,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2013","NsiI.TP540354",11,15796,0.000016648818317414,0.0977883150333222,114,NA,NA,0.00502028850274759,NA,0.00502028850274757,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2014","PstI.TP318526",11,2522,0.000017310608006343,0.186660801020368,114,NA,NA,0.00516052830043639,NA,0.00516052830043639,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2015","PstI.TP1148487",4,48397503,0.0000176303707428604,0.0624237396495623,114,NA,NA,0.0051967993940247,NA,0.00519679939402472,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2016","NsiI.TP671047",10,16860433,0.0000186745938651828,0.0843396203216626,114,NA,NA,0.00544343661621339,NA,0.00544343661621339,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2017","PstI.TP120646",11,1005,0.0000196696774902968,0.0749909486173547,114,NA,NA,0.00567048702505985,NA,0.00567048702505985,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2018","NsiI.TP147902",1,67937825,0.0000204051838686774,0.408705210301812,114,NA,NA,0.00581858253924874,NA,0.00581858253924873,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2019","NsiI.TP314863",11,12585,0.0000208858896526376,0.280317805175135,114,NA,NA,0.00589161751771284,NA,0.00589161751771285,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2020","NsiI.TP414274",6,60875029,0.0000219503745723447,0.0504623483359264,114,NA,NA,0.00612602262266906,NA,0.00612602262266905,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2021","PstI.TP1058943",11,7371,0.0000226267078070677,0.111854270281824,114,NA,NA,0.00624830581695382,NA,0.00624830581695383,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2022","PstI.TP1092153",1,24809634,0.0000232350512150476,0.0736371582741416,114,NA,NA,0.00634946180807874,NA,0.00634946180807874,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2023","PstI.TP217628",9,2723162,0.0000268981729838999,0.288103450703737,114,NA,NA,0.00727470793875906,NA,0.00727470793875907,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2024","PstI.TP585747",7,57701465,0.0000277608120678189,0.0635010640372424,114,NA,NA,0.00743139942639959,NA,0.0074313994263996,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2025","PstI.TP351385",1,64885906,0.0000305934221145416,0.0644391471196846,114,NA,NA,0.00810694783588772,NA,0.00810694783588772,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2026","PstI.TP128515",4,57065304,0.0000326086179598615,0.0883815737904995,114,NA,NA,0.00842675225743923,NA,0.00842675225743923,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2027","NsiI.TP428969",11,14012,0.0000328095262070667,0.0862364486084686,114,NA,NA,0.00842675225743923,NA,0.00842675225743923,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2028","NsiI.TP613708",11,16706,0.0000329124674111021,0.177804519887824,114,NA,NA,0.00842675225743923,NA,0.00842675225743923,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2029","NsiI.TP426590",9,2752496,0.0000330851369412305,0.360473377853035,114,NA,NA,0.00842675225743923,NA,0.00842675225743923,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2030","PstI.TP293832",11,2331,0.0000360197039125864,0.132863885454754,114,NA,NA,0.00908597031194993,NA,0.00908597031194992,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2031","NsiI.TP779391",8,61651324,0.0000365763595301267,0.0935871505817252,114,NA,NA,0.00913851634203184,NA,0.00913851634203185,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2032","PstI.TP100651",11,821,0.0000417942808697474,0.0641478346844049,114,NA,NA,0.0102901596287826,NA,0.0102901596287826,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2033","PstI.TP1101578",3,66383201,0.0000419702325333436,0.492083106424732,114,NA,NA,0.0102901596287826,NA,0.0102901596287826,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2034","PstI.TP438416",11,3358,0.0000432632140583441,0.0719056959515989,114,NA,NA,0.0105089551630241,NA,0.0105089551630241,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2035","PstI.TP250385",11,2036,0.0000465832858891252,0.132876302624413,114,NA,NA,0.0111260173153548,NA,0.0111260173153548,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2036","PstI.TP544906",1,12628073,0.0000466517460047659,0.194791447537808,114,NA,NA,0.0111260173153548,NA,0.0111260173153548,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2037","NsiI.TP5059",11,9184,0.0000498975590898134,0.0610999836026896,114,NA,NA,0.0117929059924519,NA,0.0117929059924519,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2038","PstI.TP8679",2,2984264,0.0000504416152192111,0.177003305949083,114,NA,NA,0.0118066838290159,NA,0.0118066838290159,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2039","NsiI.TP90756",11,10130,0.0000508559606876112,0.0789083149411787,114,NA,NA,0.0118066838290159,NA,0.0118066838290159,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2040","NsiI.TP240840",11,11836,0.0000539626141613673,0.0631129744927788,114,NA,NA,0.0124180282448185,NA,0.0124180282448185,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2041","NsiI.TP475316",4,4321977,0.0000553369979870353,0.480124320273461,114,NA,NA,0.0126235722190599,NA,0.0126235722190599,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2042","NsiI.TP680903",11,17517,0.0000575605828881615,0.0762258519025476,114,NA,NA,0.0130083169002015,NA,0.0130083169002015,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2043","PstI.TP394799",7,65402036,0.000058271268431805,0.0515157885613399,114,NA,NA,0.0130083169002015,NA,0.0130083169002015,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2044","PstI.TP214637",11,1753,0.0000587338103458519,0.0973218885063489,114,NA,NA,0.0130083169002015,NA,0.0130083169002015,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2045","NsiI.TP276462",11,12195,0.0000590070027873745,0.0839725325706426,114,NA,NA,0.0130083169002015,NA,0.0130083169002015,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2046","NsiI.TP704503",3,61556233,0.0000607420395515409,0.0775027234379291,114,NA,NA,0.0132792222132927,NA,0.0132792222132927,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2047","PstI.TP908397",8,11934752,0.0000617454310213742,0.0553798857268858,114,NA,NA,0.013387021796816,NA,0.013387021796816,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2048","PstI.TP1060586",5,1906260,0.0000632614157328939,0.0559982970533965,114,NA,NA,0.0136032785273503,NA,0.0136032785273503,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
"2049","PstI.TP778231",11,5376,0.0000670275035785181,0.0573626997497421,114,NA,NA,0.0142959311290963,NA,0.0142959311290963,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","GS"
